        Frequency / MHz                S1,2 (31765)/abs,dB
                  2097.8                      -26.160195
                  2100.4                      -26.031084
                    2103                      -25.905076
                  2105.6                      -25.782335
                  2108.2                      -25.663265
                  2110.8                      -25.548193
                  2113.4                      -25.437055
                    2116                      -25.329398
                  2118.6                      -25.224528
                  2121.2                      -25.121835
                  2123.8                      -25.021011
                  2126.4                      -24.922141
                    2129                      -24.825599
                  2131.6                      -24.731723
                  2134.2                      -24.640585
                  2136.8                      -24.551929
                  2139.4                      -24.465226
                    2142                      -24.379948
                  2144.6                      -24.295776
                  2147.2                       -24.21271
                  2149.8                      -24.131028
                  2152.4                      -24.051045
                    2155                      -23.972953
                  2157.6                      -23.896674
                  2160.2                      -23.821881
                  2162.8                      -23.748195
                  2165.4                      -23.675303
                    2168                      -23.603128
                  2170.6                      -23.531825
                  2173.2                      -23.461674
                  2175.8                      -23.392931
                  2178.4                      -23.325682
                    2181                      -23.259845
                  2183.6                      -23.195172
                  2186.2                      -23.131409
                  2188.8                      -23.068424
                  2191.4                       -23.00625
                    2194                       -22.94511
                  2196.6                      -22.885309
                  2199.2                      -22.827087
                  2201.8                      -22.770574
                  2204.4                      -22.715723
                    2207                      -22.662368
                  2209.6                      -22.610365
                  2212.2                      -22.559682
                  2214.8                      -22.510485
                  2217.4                      -22.463106
                    2220                      -22.417926
                  2222.6                      -22.375254
                  2225.2                      -22.335217
                  2227.8                      -22.297697
                  2230.4                      -22.262452
                    2233                      -22.229194
                  2235.6                      -22.197688
                  2238.2                      -22.167762
                  2240.8                      -22.139152
                  2243.4                      -22.111265
                    2246                      -22.082969
                  2248.6                      -22.052414
                  2251.2                      -22.017139
                  2253.8                      -21.974352
                  2256.4                       -21.92138
                    2259                      -21.856231
                  2261.6                       -21.77802
                  2264.2                      -21.687191
                  2266.8                      -21.585483
                  2269.4                      -21.475583
                    2272                      -21.360672
                  2274.6                      -21.244002
                  2277.2                      -21.128515
                  2279.8                      -21.016595
                  2282.4                      -20.909987
                    2285                      -20.809789
                  2287.6                      -20.716417
                  2290.2                      -20.629739
                  2292.8                      -20.549237
                  2295.4                       -20.47418
                    2298                      -20.403856
                  2300.6                      -20.337714
                  2303.2                       -20.27539
                  2305.8                      -20.216717
                  2308.4                      -20.161588
                    2311                      -20.109843
                  2313.6                      -20.061236
                  2316.2                      -20.015418
                  2318.8                      -19.972033
                  2321.4                      -19.930813
                    2324                      -19.891634
                  2326.6                      -19.854552
                  2329.2                      -19.819728
                  2331.8                      -19.787338
                  2334.4                      -19.757476
                    2337                      -19.730076
                  2339.6                       -19.70493
                  2342.2                      -19.681755
                  2344.8                      -19.660305
                  2347.4                      -19.640447
                    2350                      -19.622191
                  2352.6                      -19.605602
                  2355.2                      -19.590638
                  2357.8                      -19.577006
                  2360.4                      -19.564028
                    2363                       -19.55067
                  2365.6                       -19.53565
                  2368.2                      -19.517563
                  2370.8                      -19.494979
                  2373.4                       -19.46637
                    2376                      -19.429921
                  2378.6                      -19.383326
                  2381.2                      -19.323719
                  2383.8                      -19.247822
                  2386.4                       -19.15239
                    2389                      -19.034842
                  2391.6                       -18.89378
                  2394.2                      -18.729377
                  2396.8                      -18.543501
                  2399.4                      -18.339451
                    2402                      -18.121749
                  2404.6                      -17.895757
                  2407.2                      -17.667131
                  2409.8                      -17.441699
