        Frequency / MHz                S1,1/abs,dB
                  2456.4                      -14.394475
                  2458.5                      -14.446819
                  2460.6                      -14.495363
                  2462.7                       -14.53993
                  2464.8                      -14.580343
                  2466.9                      -14.616426
                    2469                       -14.64802
                  2471.1                      -14.674999
                  2473.2                      -14.697212
                  2475.3                      -14.714563
                  2477.4                      -14.726942
                  2479.5                      -14.734281
                  2481.6                      -14.736517
                  2483.7                      -14.733605
                  2485.8                      -14.725537
                  2487.9                      -14.712309
                    2490                       -14.69395
                  2492.1                      -14.670506
                  2494.2                      -14.642026
                  2496.3                      -14.608606
                  2498.4                      -14.570333
                  2500.5                      -14.527339
                  2502.6                      -14.479741
                  2504.7                      -14.427699
                  2506.8                      -14.371365
                  2508.9                      -14.310907
                    2511                      -14.246495
                  2513.1                      -14.178328
                  2515.2                      -14.106587
                  2517.3                      -14.031486
                  2519.4                      -13.953191
                  2521.5                       -13.87194
                  2523.6                      -13.787899
                  2525.7                      -13.701306
                  2527.8                      -13.612324
                  2529.9                      -13.521165
                    2532                       -13.42799
                  2534.1                      -13.333015
                  2536.2                      -13.236423
                  2538.3                      -13.138374
                  2540.4                       -13.03906
                  2542.5                      -12.938609
                  2544.6                      -12.837194
                  2546.7                       -12.73496
                  2548.8                      -12.632062
                  2550.9                      -12.528625
                    2553                       -12.42478
                  2555.1                      -12.320639
                  2557.2                      -12.216354
                  2559.3                      -12.111989
                  2561.4                      -12.007675
                  2563.5                      -11.903474
                  2565.6                      -11.799523
                  2567.7                      -11.695855
                  2569.8                      -11.592583
                  2571.9                      -11.489776
                    2574                      -11.387491
                  2576.1                      -11.285795
                  2578.2                      -11.184717
                  2580.3                      -11.084362
                  2582.4                      -10.984717
                  2584.5                      -10.885871
                  2586.6                      -10.787837
                  2588.7                      -10.690653
                  2590.8                      -10.594341
                  2592.9                       -10.49896
                    2595                      -10.404484
                  2597.1                      -10.310965
                  2599.2                      -10.218396
                  2601.3                      -10.126811
                  2603.4                        -10.0362
                  2605.5                      -9.9465999
                  2607.6                      -9.8579863
                  2609.7                      -9.7703605
                  2611.8                      -9.6837341
                  2613.9                      -9.5981058
                    2616                      -9.5134568
                  2618.1                      -9.4298041
                  2620.2                      -9.3471345
                  2622.3                      -9.2654114
                  2624.4                      -9.1846759
                  2626.5                      -9.1048831
                  2628.6                      -9.0260215
                  2630.7                      -8.9480834
                  2632.8                       -8.871063
                  2634.9                      -8.7949352
                    2637                      -8.7197049
                  2639.1                      -8.6453454
                  2641.2                      -8.5718474
