        Frequency / GHz                run 1/real
                     2.2                     0.074980489
                     2.3                      0.01841891
                     2.4                     0.046196341
                     2.5                     0.020194384
                     2.6                      0.01021556
                     2.7                     0.010924901

        Frequency / GHz                run 98/real
----------------------------------------------------------------------
                    0.69                       0.6240844
                    0.78                      0.74808507
                    0.87                      0.36475679
                    0.96                      0.10051905
                     1.7                      0.12439176
                     1.8                     0.069461109
                     1.9                      0.03838505
                       2                      0.12727128
                     2.1                      0.11335553
                     2.2                     0.074812923
                     2.3                     0.018413189
                     2.4                     0.045946266
                     2.5                     0.020110735
                     2.6                     0.010190521
                     2.7                     0.010936777

        Frequency / GHz                run 99/real
----------------------------------------------------------------------
                    0.69                      0.66734603
                    0.78                       0.7415374
                    0.87                      0.35886185
                    0.96                     0.096905304
                     1.7                      0.12365087
                     1.8                     0.069269097
                     1.9                     0.038749962
                       2                      0.12738187
                     2.1                      0.11324252
                     2.2                     0.074653396
                     2.3                     0.018406294
                     2.4                     0.045715189
                     2.5                     0.020032925
                     2.6                     0.010166927
                     2.7                     0.010947423

        Frequency / GHz                run 100/real
----------------------------------------------------------------------
                    0.69                      0.71476701
                    0.78                       0.7352791
                    0.87                      0.35333507
                    0.96                     0.093478354
                     1.7                      0.12295347
                     1.8                     0.069088563
                     1.9                     0.039058827
                       2                      0.12746647
                     2.1                      0.11312886
                     2.2                     0.074501609
                     2.3                     0.018398503
                     2.4                     0.045501197
                     2.5                     0.019960387
                     2.6                     0.010144678
                     2.7                     0.010957015

        Frequency / GHz                run 101/real
----------------------------------------------------------------------
                    0.69                      0.75829677
                    0.78                      0.72933827
                    0.87                      0.34815012
                    0.96                     0.090228934
                     1.7                        0.122297
                     1.8                     0.068918619
                     1.9                     0.039319729
                       2                       0.1275302
                     2.1                      0.11301585
                     2.2                     0.074357239
                     2.3                      0.01839003
                     2.4                     0.045302567
                     2.5                     0.019892615
                     2.6                     0.010123665
                     2.7                      0.01096569

        Frequency / GHz                run 102/real
----------------------------------------------------------------------
                    0.69                      0.79349623
                    0.78                       0.7237245
                    0.87                      0.34328226
                    0.96                     0.087148049
                     1.7                      0.12167889
                     1.8                     0.068758395
                     1.9                     0.039539887
                       2                      0.12757711
                     2.1                       0.1129043
                     2.2                     0.074219902
                     2.3                      0.01838108
                     2.4                       0.0451178
                     2.5                     0.019829167
                     2.6                     0.010103799
                     2.7                     0.010973556

        Frequency / GHz                run 103/real
----------------------------------------------------------------------
                    0.69                      0.81959291
                    0.78                      0.71843522
                    0.87                      0.33870834
                    0.96                      0.08422683
                     1.7                       0.1210966
                     1.8                     0.068607149
                     1.9                     0.039725591
                       2                      0.12761042
                     2.1                      0.11279484
                     2.2                     0.074089226
                     2.3                     0.018371771
                     2.4                     0.044945575
                     2.5                     0.019769657
                     2.6                     0.010084994
                     2.7                     0.010980721

        Frequency / GHz                run 104/real
----------------------------------------------------------------------
                    0.69                      0.83783687
                    0.78                      0.71346055
                    0.87                      0.33440685
                    0.96                     0.081456741
                     1.7                      0.12054766
                     1.8                     0.068464183
                     1.9                     0.039882233
                       2                      0.12763272
                     2.1                      0.11268789
                     2.2                     0.073964857
                     2.3                     0.018362229
                     2.4                     0.044784709
                     2.5                     0.019713745
                     2.6                     0.010067171
                     2.7                     0.010987257

        Frequency / GHz                run 105/real
----------------------------------------------------------------------
                    0.69                      0.85005695
                    0.78                      0.70878627
                    0.87                      0.33035783
                    0.96                     0.078829514
                     1.7                      0.12002974
                     1.8                     0.068328884
                     1.9                     0.040014369
                       2                      0.12764607
                     2.1                      0.11258373
                     2.2                     0.073846421
                     2.3                     0.018352541
                     2.4                     0.044634169
                     2.5                     0.019661106
                     2.6                     0.010050264
                     2.7                     0.010993236

        Frequency / GHz                run 106/real
----------------------------------------------------------------------
                    0.69                      0.85793584
                    0.78                      0.70439576
                    0.87                      0.32654282
                    0.96                     0.076337309
                     1.7                      0.11954067
                     1.8                     0.068200677
                     1.9                      0.04012587
                       2                      0.12765216
                     2.1                      0.11248255
                     2.2                     0.073733569
                     2.3                      0.01834278
                     2.4                     0.044493019
                     2.5                      0.01961148
                     2.6                       0.0100342
                     2.7                     0.010998733

        Frequency / GHz                run 107/real
----------------------------------------------------------------------
                    0.69                      0.86278872
                    0.78                      0.70027148
                    0.87                      0.32294492
                    0.96                     0.073972576
                     1.7                      0.11907841
                     1.8                     0.068079052
                     1.9                     0.040219953
                       2                      0.12765234
                     2.1                      0.11238442
                     2.2                     0.073625974
                     2.3                     0.018333008
                     2.4                     0.044360441
                     2.5                     0.019564613
                     2.6                     0.010018929
                     2.7                     0.011003786

        Frequency / GHz                run 108/real
----------------------------------------------------------------------
                    0.69                       0.8655697
                    0.78                      0.69639575
                    0.87                      0.31954843
                    0.96                      0.07172814
                     1.7                      0.11864103
                     1.8                     0.067963534
                     1.9                     0.040299339
                       2                      0.12764771
                     2.1                      0.11228939
                     2.2                     0.073523302
                     2.3                     0.018323268
                     2.4                     0.044235703
                     2.5                     0.019520292
                     2.6                     0.010004388
                     2.7                     0.011008446

        Frequency / GHz                run 56/real
----------------------------------------------------------------------
                    0.69                      0.86694631
                    0.78                      0.69275138
                    0.87                      0.31633892
                    0.96                      0.06959722
                     1.7                      0.11822682
                     1.8                     0.067853692
                     1.9                     0.040366291
                       2                      0.12763918
                     2.1                      0.11219743
                     2.2                     0.073425282
                     2.3                     0.018313598
                     2.4                     0.044118154
                     2.5                     0.019478309
                     2.6                    0.0099905353
                     2.7                     0.011012757

