# Version 1.00
#
freq[Hz]	Trc2_S11[dB]	
2.337000000000000E+009	-9.939516627293101E-001	
2.340000000000000E+009	-9.802421968042121E-001	
2.343000000000000E+009	-9.720662820707987E-001	
2.346000000000000E+009	-9.498501961323483E-001	
2.349000000000000E+009	-9.473979179361465E-001	
2.352000000000000E+009	-9.383821907401173E-001	
2.355000000000000E+009	-9.199036026271941E-001	
2.358000000000000E+009	-9.110809095139787E-001	
2.361000000000000E+009	-9.116002164776630E-001	
2.364000000000000E+009	-9.076334453359058E-001	
2.367000000000000E+009	-8.963751356422611E-001	
2.370000000000000E+009	-8.882825788295234E-001	
2.373000000000000E+009	-8.820670238318658E-001	
2.376000000000000E+009	-8.821111914408777E-001	
2.379000000000000E+009	-8.638268544241249E-001	
2.382000000000000E+009	-8.721796320058844E-001	
2.385000000000000E+009	-8.571021886525662E-001	
2.388000000000000E+009	-8.572530443323908E-001	
2.391000000000000E+009	-8.544296125827018E-001	
2.394000000000000E+009	-8.419003557693106E-001	
2.397000000000000E+009	-8.311780388081916E-001	
2.400000000000000E+009	-8.221982004251162E-001	
2.403000000000000E+009	-8.179424696086407E-001	
2.406000000000000E+009	-8.005570664417602E-001	
2.409000000000000E+009	-7.943135727122326E-001	
2.412000000000000E+009	-7.822082354464988E-001	
2.415000000000000E+009	-7.773407867823069E-001	
2.418000000000000E+009	-7.635162959873013E-001	
2.421000000000000E+009	-7.582592786251211E-001	
2.424000000000000E+009	-7.485957385501939E-001	
2.427000000000000E+009	-7.354094740215068E-001	
2.430000000000000E+009	-7.357731573785484E-001	
2.433000000000000E+009	-7.301013845280694E-001	
2.436000000000000E+009	-7.264865162774352E-001	
2.439000000000000E+009	-7.179661499789874E-001	
2.442000000000000E+009	-7.127393587909797E-001	
2.445000000000000E+009	-7.007199337656029E-001	
2.448000000000000E+009	-7.068512006480261E-001	
2.451000000000000E+009	-7.029649790899587E-001	
2.454000000000000E+009	-7.096450129925336E-001	
2.457000000000000E+009	-7.088780016249152E-001	
2.460000000000000E+009	-7.040074462268106E-001	
2.463000000000000E+009	-7.082374990913644E-001	
2.466000000000000E+009	-7.051661213899659E-001	
2.469000000000000E+009	-6.953375220706917E-001	
2.472000000000000E+009	-7.045777509895397E-001	
2.475000000000000E+009	-6.896868856528594E-001	
2.478000000000000E+009	-6.897521879823543E-001	
2.481000000000000E+009	-6.796556101526857E-001	
2.484000000000000E+009	-6.879541656948728E-001	
2.487000000000000E+009	-6.726835551959330E-001	
2.490000000000000E+009	-6.735989938320289E-001	
2.493000000000000E+009	-6.572122270970290E-001	
2.496000000000000E+009	-6.660924959554700E-001	
2.499000000000000E+009	-6.745238810549863E-001	
2.502000000000000E+009	-6.504427054959279E-001	
2.505000000000000E+009	-6.419848036337158E-001	
2.508000000000000E+009	-6.445073477454351E-001	
2.511000000000000E+009	-6.327468578045893E-001	
2.514000000000000E+009	-6.296723897277170E-001	
2.517000000000000E+009	-6.304660625753894E-001	
2.520000000000000E+009	-6.144367434394389E-001	
2.523000000000000E+009	-6.232052010390389E-001	
2.526000000000000E+009	-6.129233337052620E-001	
2.529000000000000E+009	-6.090700319502023E-001	
2.532000000000000E+009	-6.015723301867721E-001	
2.535000000000000E+009	-5.932868447516360E-001	
2.538000000000000E+009	-5.965277870957317E-001	
2.541000000000000E+009	-5.950581578028376E-001	
2.544000000000000E+009	-5.912816787754009E-001	
2.547000000000000E+009	-5.947256438703193E-001	
2.550000000000000E+009	-6.010522198466849E-001	
2.553000000000000E+009	-6.081594266515605E-001	
2.556000000000000E+009	-5.995944417612396E-001	
2.559000000000000E+009	-5.958843883070712E-001	
2.562000000000000E+009	-5.996805668966372E-001	
2.565000000000000E+009	-5.909929498044487E-001	
2.568000000000000E+009	-5.938643985148383E-001	
2.571000000000000E+009	-5.972630020839085E-001	
2.574000000000000E+009	-6.127314922498172E-001	
2.577000000000000E+009	-5.929242673222043E-001	
2.580000000000000E+009	-5.996101997553492E-001	
2.583000000000000E+009	-5.921808559218462E-001	
2.586000000000000E+009	-5.857265563177492E-001	
2.589000000000000E+009	-5.818426059147849E-001	
2.592000000000000E+009	-5.827974587365223E-001	
2.595000000000000E+009	-5.772013849833685E-001	
2.598000000000000E+009	-5.675275978550410E-001	
2.601000000000000E+009	-5.641668138854517E-001	
2.604000000000000E+009	-5.530387402669125E-001	
2.607000000000000E+009	-5.533201295828284E-001	
2.610000000000000E+009	-5.408331358227186E-001	
2.613000000000000E+009	-5.478823181479653E-001	
2.616000000000000E+009	-5.316968874732369E-001	
2.619000000000000E+009	-5.367781164099278E-001	
2.622000000000000E+009	-5.318949433240499E-001	
2.625000000000000E+009	-5.320319791284426E-001	
2.628000000000000E+009	-5.204111603767577E-001	
2.631000000000000E+009	-5.339122902641863E-001	
2.634000000000000E+009	-5.317104612291093E-001	
2.637000000000000E+009	-5.472925580933173E-001	
2.640000000000000E+009	-5.329096534534249E-001	
2.643000000000000E+009	-5.365260236156578E-001	
2.646000000000000E+009	-5.365882923565409E-001	
2.649000000000000E+009	-5.195370723516406E-001	
2.652000000000000E+009	-5.338465671264325E-001	
2.655000000000000E+009	-5.327189315703016E-001	
2.658000000000000E+009	-5.409531371751704E-001	
2.661000000000000E+009	-5.126224386191169E-001	
2.664000000000000E+009	-5.266187756217629E-001	
2.667000000000000E+009	-5.185815327602964E-001	
2.670000000000000E+009	-5.264352800337926E-001	
2.673000000000000E+009	-5.080328861371359E-001	
2.676000000000000E+009	-5.083900110057762E-001	
2.679000000000000E+009	-5.078203885803542E-001	
2.682000000000000E+009	-5.343805787919006E-001	
2.685000000000000E+009	-5.236289227733553E-001	
2.688000000000000E+009	-5.360020197668008E-001	
2.691000000000000E+009	-5.330366365699403E-001	
2.694000000000000E+009	-5.195346668238606E-001	
2.697000000000000E+009	-5.469018429959277E-001	
2.700000000000000E+009	-5.425912994064435E-001	
2.703000000000000E+009	-5.589286325622043E-001	
2.706000000000000E+009	-5.391068467099629E-001	
2.709000000000000E+009	-5.418406665523505E-001	
2.712000000000000E+009	-5.434196912764481E-001	
2.715000000000000E+009	-5.392804159209117E-001	
2.718000000000000E+009	-5.389359633507659E-001	
2.721000000000000E+009	-5.348791939957128E-001	
2.724000000000000E+009	-5.371007774084993E-001	
2.727000000000000E+009	-5.255188536896831E-001	
2.730000000000000E+009	-5.221146387962180E-001	
2.733000000000000E+009	-5.231197887118824E-001	
2.736000000000000E+009	-5.144465121722422E-001	
2.739000000000000E+009	-5.132780104274921E-001	
2.742000000000000E+009	-5.110505870988470E-001	
2.745000000000000E+009	-5.127522591570454E-001	
2.748000000000000E+009	-5.150901994890870E-001	
2.751000000000000E+009	-5.048060658424410E-001	
2.754000000000000E+009	-5.071973168271169E-001	
2.757000000000000E+009	-5.102682926261596E-001	
2.760000000000000E+009	-5.160730194137998E-001	
2.763000000000000E+009	-5.200752920996542E-001	
2.766000000000000E+009	-5.307121189623287E-001	
2.769000000000000E+009	-5.287015162103090E-001	
2.772000000000000E+009	-5.325098279731741E-001	
2.775000000000000E+009	-5.377586254266862E-001	
2.778000000000000E+009	-5.391145501202987E-001	
2.781000000000000E+009	-5.460575734897235E-001	
2.784000000000000E+009	-5.401608538979531E-001	
2.787000000000000E+009	-5.449347913047312E-001	
2.790000000000000E+009	-5.464740562195192E-001	
2.793000000000000E+009	-5.556453265381927E-001	
2.796000000000000E+009	-5.547703998797912E-001	
2.799000000000000E+009	-5.572585926911402E-001	
2.802000000000000E+009	-5.430626877225587E-001	
2.805000000000000E+009	-5.535028785712550E-001	
2.808000000000000E+009	-5.492452295182624E-001	
2.811000000000000E+009	-5.430017008827456E-001	
2.814000000000000E+009	-5.509765460408987E-001	
2.817000000000000E+009	-5.334374867015771E-001	
2.820000000000000E+009	-5.267122830562304E-001	
2.823000000000000E+009	-5.243812321340242E-001	
2.826000000000000E+009	-5.123975382088696E-001	
2.829000000000000E+009	-5.040647090298707E-001	
2.832000000000000E+009	-5.121133335061967E-001	
2.835000000000000E+009	-5.109692294470113E-001	
2.838000000000000E+009	-4.971592928039993E-001	
2.841000000000000E+009	-4.901685716749507E-001	
2.844000000000000E+009	-5.055656086394574E-001	
2.847000000000000E+009	-4.939027097616544E-001	
2.850000000000000E+009	-5.040118155973087E-001	
2.853000000000000E+009	-5.009584550644523E-001	
2.856000000000000E+009	-4.982282651805617E-001	
2.859000000000000E+009	-4.923323861546712E-001	
2.862000000000000E+009	-4.909670226452814E-001	
2.865000000000000E+009	-4.908650172573347E-001	
2.868000000000000E+009	-5.001085840512910E-001	
2.871000000000000E+009	-4.983163391468398E-001	
2.874000000000000E+009	-4.959332678323030E-001	
2.877000000000000E+009	-4.929743908751187E-001	
2.880000000000000E+009	-4.922890932782341E-001	
2.883000000000000E+009	-4.995069225951992E-001	
2.886000000000000E+009	-4.877941318208837E-001	
2.889000000000000E+009	-4.773242195537635E-001	
2.892000000000000E+009	-4.875628942416088E-001	
2.895000000000000E+009	-4.816873108441909E-001	
2.898000000000000E+009	-4.786087724818467E-001	
2.901000000000000E+009	-4.693936128831557E-001	
2.904000000000000E+009	-4.720879541829418E-001	
2.907000000000000E+009	-4.586520407503562E-001	
2.910000000000000E+009	-4.493154309536521E-001	
2.913000000000000E+009	-4.476191108541788E-001	
2.916000000000000E+009	-4.436822050284909E-001	
2.919000000000000E+009	-4.418091741663943E-001	
2.922000000000000E+009	-4.223580851570226E-001	
2.925000000000000E+009	-4.332397687813287E-001	
2.928000000000000E+009	-4.279906962050718E-001	
2.931000000000000E+009	-4.192463002827552E-001	
2.934000000000000E+009	-4.158672561283526E-001	
2.937000000000000E+009	-3.999233063910138E-001	
2.940000000000000E+009	-3.947384251205183E-001	
2.943000000000000E+009	-4.062858882783139E-001	
2.946000000000000E+009	-3.943000740922155E-001	
2.949000000000000E+009	-3.984081205631198E-001	
2.952000000000000E+009	-4.026279601860696E-001	
2.955000000000000E+009	-3.961307671706190E-001	
2.958000000000000E+009	-4.050144983386447E-001	
2.961000000000000E+009	-4.006990200342178E-001	
2.964000000000000E+009	-4.001970778848145E-001	
2.967000000000000E+009	-4.099244687637700E-001	
2.970000000000000E+009	-4.171823489787295E-001	
2.973000000000000E+009	-4.313814571236638E-001	
2.976000000000000E+009	-4.334524015505878E-001	
2.979000000000000E+009	-4.271251417210601E-001	
2.982000000000000E+009	-4.338167285930485E-001	
2.985000000000000E+009	-4.469945881648138E-001	
2.988000000000000E+009	-4.388052461431959E-001	
2.991000000000000E+009	-4.534506294116144E-001	
2.994000000000000E+009	-4.635284603821389E-001	
2.997000000000000E+009	-4.543022259483167E-001	
3.000000000000000E+009	-4.700665771919730E-001	
