# Version 1.00
#
freq[Hz]	Trc1_S11[dB]	Trc2_S11[dB]	Trc3_S22[dB]	Trc4_S21[dB]	
1.215625000000000E+009	-9.408432850941001E-001	-9.408432850941001E-001	-3.274229231313914E+000	-2.233157400610498E+001	
1.218750000000000E+009	-9.238518755070982E-001	-9.238518755070982E-001	-3.225342344781502E+000	-2.249622763109204E+001	
1.221875000000000E+009	-9.191257491214979E-001	-9.191257491214979E-001	-3.182951670829612E+000	-2.266914726144717E+001	
1.225000000000000E+009	-9.084278746206876E-001	-9.084278746206876E-001	-3.181352789239001E+000	-2.274633097420434E+001	
1.228125000000000E+009	-9.178938929057008E-001	-9.178938929057008E-001	-3.170386886075383E+000	-2.284740565101831E+001	
1.231250000000000E+009	-9.085711241846145E-001	-9.085711241846145E-001	-3.156572541687316E+000	-2.295261514367007E+001	
1.234375000000000E+009	-9.078106704968680E-001	-9.078106704968680E-001	-3.142333145414218E+000	-2.316437632880098E+001	
1.237500000000000E+009	-9.006353450456636E-001	-9.006353450456636E-001	-3.133821397853383E+000	-2.324197189395140E+001	
1.240625000000000E+009	-9.043439130336486E-001	-9.043439130336486E-001	-3.156772094068322E+000	-2.321530140944298E+001	
1.243750000000000E+009	-8.946178480353659E-001	-8.946178480353659E-001	-3.173148914738917E+000	-2.324509297718103E+001	
1.246875000000000E+009	-8.958161455004826E-001	-8.958161455004826E-001	-3.188801979169266E+000	-2.331891168580314E+001	
1.250000000000000E+009	-8.935920752077691E-001	-8.935920752077691E-001	-3.180369071833589E+000	-2.346605344395437E+001	
1.253125000000000E+009	-8.937295991508033E-001	-8.937295991508033E-001	-3.138127411707559E+000	-2.366471184298966E+001	
1.256250000000000E+009	-8.829317090517798E-001	-8.829317090517798E-001	-3.088889627736625E+000	-2.391533826751529E+001	
1.259375000000000E+009	-8.757591093482988E-001	-8.757591093482988E-001	-3.041532830320540E+000	-2.416495233737046E+001	
1.262500000000000E+009	-8.641665722708722E-001	-8.641665722708722E-001	-3.011818474708746E+000	-2.441928574014991E+001	
1.265625000000000E+009	-8.647306391906420E-001	-8.647306391906420E-001	-2.986237872978994E+000	-2.460181814941518E+001	
1.268750000000000E+009	-8.572450845754810E-001	-8.572450845754810E-001	-2.983874103963987E+000	-2.470620246773184E+001	
1.271875000000000E+009	-8.444546233475719E-001	-8.444546233475719E-001	-2.949824055018956E+000	-2.485069303814237E+001	
1.275000000000000E+009	-8.392800656416615E-001	-8.392800656416615E-001	-2.914292972067959E+000	-2.494364559497656E+001	
1.278125000000000E+009	-8.294387424079948E-001	-8.294387424079948E-001	-2.893018583680530E+000	-2.501301488556757E+001	
1.281250000000000E+009	-8.318488565706736E-001	-8.318488565706736E-001	-2.892490998996419E+000	-2.509157151504856E+001	
1.284375000000000E+009	-8.210274295932842E-001	-8.210274295932842E-001	-2.870713935577361E+000	-2.525619627002629E+001	
1.287500000000000E+009	-8.193338461081424E-001	-8.193338461081424E-001	-2.845835835971611E+000	-2.540326224960352E+001	
1.290625000000000E+009	-7.993731515962262E-001	-7.993731515962262E-001	-2.847160006316342E+000	-2.549628821515887E+001	
1.293750000000000E+009	-8.006337596054346E-001	-8.006337596054346E-001	-2.825496875262631E+000	-2.560999690031300E+001	
1.296875000000000E+009	-7.997508239956001E-001	-7.997508239956001E-001	-2.808520338859288E+000	-2.567013699684495E+001	
1.300000000000000E+009	-7.935370100282343E-001	-7.935370100282343E-001	-2.797892450458651E+000	-2.580313444258239E+001	
1.303125000000000E+009	-7.955492675482804E-001	-7.955492675482804E-001	-2.760070162487062E+000	-2.605036292949476E+001	
1.306250000000000E+009	-7.919801994879070E-001	-7.919801994879070E-001	-2.726238797495387E+000	-2.626178803751228E+001	
1.309375000000000E+009	-7.870755550386983E-001	-7.870755550386983E-001	-2.698739539133157E+000	-2.643948464023439E+001	
1.312500000000000E+009	-7.863229551819614E-001	-7.863229551819614E-001	-2.668839300837091E+000	-2.655330660779053E+001	
1.315625000000000E+009	-7.907378096318931E-001	-7.907378096318931E-001	-2.661073518232135E+000	-2.659944890796721E+001	
1.318750000000000E+009	-7.871296606616343E-001	-7.871296606616343E-001	-2.651816577280828E+000	-2.666493983042275E+001	
1.321875000000000E+009	-7.895965929619785E-001	-7.895965929619785E-001	-2.635829444736293E+000	-2.679457636542600E+001	
1.325000000000000E+009	-7.873900054575216E-001	-7.873900054575216E-001	-2.608290598105773E+000	-2.698196382355775E+001	
1.328125000000000E+009	-7.824692647457157E-001	-7.824692647457157E-001	-2.579377971450812E+000	-2.718341523416353E+001	
1.331250000000000E+009	-7.762342951158243E-001	-7.762342951158243E-001	-2.554196083977990E+000	-2.735867280589972E+001	
1.334375000000000E+009	-7.711787665642322E-001	-7.711787665642322E-001	-2.544941997072121E+000	-2.733895981930104E+001	
1.337500000000000E+009	-7.775329140089939E-001	-7.775329140089939E-001	-2.546551284052252E+000	-2.732139602486737E+001	
1.340625000000000E+009	-7.679591793607604E-001	-7.679591793607604E-001	-2.546885590753238E+000	-2.729319080960351E+001	
1.343750000000000E+009	-7.701379270494116E-001	-7.701379270494116E-001	-2.555382750546200E+000	-2.735914162884084E+001	
1.346875000000000E+009	-7.643385068740378E-001	-7.643385068740378E-001	-2.568512186147279E+000	-2.737535719099018E+001	
1.350000000000000E+009	-7.505092505348020E-001	-7.505092505348020E-001	-2.590801143534634E+000	-2.733256417060522E+001	
1.353125000000000E+009	-7.430584996877927E-001	-7.430584996877927E-001	-2.585122245393526E+000	-2.734616866565320E+001	
1.356250000000000E+009	-7.258608680453241E-001	-7.258608680453241E-001	-2.575193417114486E+000	-2.742900134098573E+001	
1.359375000000000E+009	-7.225377408799227E-001	-7.225377408799227E-001	-2.558116045453068E+000	-2.753423867679445E+001	
1.362500000000000E+009	-7.327111458853830E-001	-7.327111458853830E-001	-2.544408121038137E+000	-2.770187639673747E+001	
1.365625000000000E+009	-7.092953435372879E-001	-7.092953435372879E-001	-2.499845760987162E+000	-2.788531695683516E+001	
1.368750000000000E+009	-7.018320615520119E-001	-7.018320615520119E-001	-2.450626333097521E+000	-2.809425998477187E+001	
1.371875000000000E+009	-7.043009054880874E-001	-7.043009054880874E-001	-2.415422353253060E+000	-2.823366061134422E+001	
1.375000000000000E+009	-6.989214210249084E-001	-6.989214210249084E-001	-2.413519304270049E+000	-2.826307657064544E+001	
1.378125000000000E+009	-7.073223571412439E-001	-7.073223571412439E-001	-2.424948531140099E+000	-2.824313625659369E+001	
1.381250000000000E+009	-7.078983349111481E-001	-7.078983349111481E-001	-2.417539962306404E+000	-2.827450673457670E+001	
1.384375000000000E+009	-7.005342454212231E-001	-7.005342454212231E-001	-2.394413215841904E+000	-2.831551401252229E+001	
1.387500000000000E+009	-7.050225942806542E-001	-7.050225942806542E-001	-2.379960756327941E+000	-2.836631041700652E+001	
1.390625000000000E+009	-7.095675172025638E-001	-7.095675172025638E-001	-2.400342373361026E+000	-2.829273346125910E+001	
1.393750000000000E+009	-7.173971709040249E-001	-7.173971709040249E-001	-2.433249346043140E+000	-2.822161221302977E+001	
1.396875000000000E+009	-7.217271309788736E-001	-7.217271309788736E-001	-2.450980748064674E+000	-2.832299492936474E+001	
1.400000000000000E+009	-7.203016418827228E-001	-7.203016418827228E-001	-2.436316778654428E+000	-2.852173408163464E+001	
1.403125000000000E+009	-7.191749448394154E-001	-7.191749448394154E-001	-2.426589138254416E+000	-2.868017486444677E+001	
1.406250000000000E+009	-7.079948793526878E-001	-7.079948793526878E-001	-2.420197629645901E+000	-2.874818575908986E+001	
1.409375000000000E+009	-7.221099407705682E-001	-7.221099407705682E-001	-2.421782249530746E+000	-2.881504831791146E+001	
1.412500000000000E+009	-7.241895062678166E-001	-7.241895062678166E-001	-2.422838744721505E+000	-2.882937997237715E+001	
1.415625000000000E+009	-7.171225458946913E-001	-7.171225458946913E-001	-2.431792519211246E+000	-2.883187848370973E+001	
1.418750000000000E+009	-7.278311643304505E-001	-7.278311643304505E-001	-2.433752758329300E+000	-2.890733407738873E+001	
1.421875000000000E+009	-7.375577518827218E-001	-7.375577518827218E-001	-2.451122791940843E+000	-2.904546453300070E+001	
1.425000000000000E+009	-7.387007673806476E-001	-7.387007673806476E-001	-2.456907783381103E+000	-2.905863361698155E+001	
1.428125000000000E+009	-7.218460404718582E-001	-7.218460404718582E-001	-2.475495918212574E+000	-2.902799020941530E+001	
1.431250000000000E+009	-7.225388703665677E-001	-7.225388703665677E-001	-2.498401068250665E+000	-2.893394496002310E+001	
1.434375000000000E+009	-7.222255571783145E-001	-7.222255571783145E-001	-2.537551371174784E+000	-2.886285416860820E+001	
1.437500000000000E+009	-7.057795902227486E-001	-7.057795902227486E-001	-2.579573776488653E+000	-2.880340806243274E+001	
1.440625000000000E+009	-7.199198547674490E-001	-7.199198547674490E-001	-2.616794806288278E+000	-2.875313064494500E+001	
1.443750000000000E+009	-7.233447446044109E-001	-7.233447446044109E-001	-2.650839799106882E+000	-2.880843251959584E+001	
1.446875000000000E+009	-7.208645074521960E-001	-7.208645074521960E-001	-2.694399222177355E+000	-2.888186739729200E+001	
1.450000000000000E+009	-7.302084730427333E-001	-7.302084730427333E-001	-2.774889834939927E+000	-2.904463611755373E+001	
1.453125000000000E+009	-7.402007042805081E-001	-7.402007042805081E-001	-2.931743197527224E+000	-2.906018196822584E+001	
1.456250000000000E+009	-7.469810609842545E-001	-7.469810609842545E-001	-3.151849777724953E+000	-2.873616636000229E+001	
1.459375000000000E+009	-7.540571874975506E-001	-7.540571874975506E-001	-3.134719314613331E+000	-2.825747351199355E+001	
1.462500000000000E+009	-7.812425562966739E-001	-7.812425562966739E-001	-3.094080861574044E+000	-2.804729763241596E+001	
1.465625000000000E+009	-7.958855508601659E-001	-7.958855508601659E-001	-3.105515633128814E+000	-2.804089710357893E+001	
1.468750000000000E+009	-8.147954685674476E-001	-8.147954685674476E-001	-3.165951538788402E+000	-2.799575421304545E+001	
1.471875000000000E+009	-8.496085685781033E-001	-8.496085685781033E-001	-3.238037186368477E+000	-2.796163763323579E+001	
1.475000000000000E+009	-8.718115230834045E-001	-8.718115230834045E-001	-3.293746634116281E+000	-2.790397330537862E+001	
1.478125000000000E+009	-8.983508661601604E-001	-8.983508661601604E-001	-3.340255459371559E+000	-2.785871521165851E+001	
1.481250000000000E+009	-9.283214634149741E-001	-9.283214634149741E-001	-3.403186071915191E+000	-2.778776869913121E+001	
1.484375000000000E+009	-9.840701255684572E-001	-9.840701255684572E-001	-3.482213912772185E+000	-2.771951595324662E+001	
1.487500000000000E+009	-1.031959500265552E+000	-1.031959500265552E+000	-3.586869568710960E+000	-2.760433688338117E+001	
1.490625000000000E+009	-1.082577548483844E+000	-1.082577548483844E+000	-3.710410115399448E+000	-2.738426141874748E+001	
1.493750000000000E+009	-1.126381945676900E+000	-1.126381945676900E+000	-3.825773172504510E+000	-2.706436574056134E+001	
1.496875000000000E+009	-1.202556159536213E+000	-1.202556159536213E+000	-3.982245590674143E+000	-2.673294832484396E+001	
1.500000000000000E+009	-1.257235319331668E+000	-1.257235319331668E+000	-4.144672506726248E+000	-2.642990250909060E+001	
1.503125000000000E+009	-1.333513217279428E+000	-1.333513217279428E+000	-4.314602560079676E+000	-2.620191881448761E+001	
1.506250000000000E+009	-1.396692511662528E+000	-1.396692511662528E+000	-4.536026950072787E+000	-2.603487014084507E+001	
1.509375000000000E+009	-1.499275001568029E+000	-1.499275001568029E+000	-4.792331376305421E+000	-2.598621087837837E+001	
1.512500000000000E+009	-1.594940339859604E+000	-1.594940339859604E+000	-5.087467384212002E+000	-2.595396377715963E+001	
1.515625000000000E+009	-1.718812529189770E+000	-1.718812529189770E+000	-5.404292887394108E+000	-2.585444129116183E+001	
1.518750000000000E+009	-1.846375220205985E+000	-1.846375220205985E+000	-5.702725364768384E+000	-2.565934956809176E+001	
1.521875000000000E+009	-2.002624285723426E+000	-2.002624285723426E+000	-6.020396450907607E+000	-2.564575401969552E+001	
1.525000000000000E+009	-2.182488889178027E+000	-2.182488889178027E+000	-6.379704849565112E+000	-2.579202652563003E+001	
1.528125000000000E+009	-2.405869535354630E+000	-2.405869535354630E+000	-6.788253759579318E+000	-2.602530705155475E+001	
1.531250000000000E+009	-2.656817698609383E+000	-2.656817698609383E+000	-7.230467466726369E+000	-2.633358360475470E+001	
1.534375000000000E+009	-2.921650730064714E+000	-2.921650730064714E+000	-7.722956476906053E+000	-2.658841950563064E+001	
1.537500000000000E+009	-3.233776082164868E+000	-3.233776082164868E+000	-8.298483594267646E+000	-2.687445711214063E+001	
1.540625000000000E+009	-3.610565992703137E+000	-3.610565992703137E+000	-9.003697714444609E+000	-2.721098379315125E+001	
1.543750000000000E+009	-4.041788566872953E+000	-4.041788566872953E+000	-9.754455433984450E+000	-2.758319494186851E+001	
1.546875000000000E+009	-4.500810165315314E+000	-4.500810165315314E+000	-1.051939449917751E+001	-2.777760022114903E+001	
1.550000000000000E+009	-5.019381827495725E+000	-5.019381827495725E+000	-1.143656958858385E+001	-2.798956001227618E+001	
1.553125000000000E+009	-5.648163463708868E+000	-5.648163463708868E+000	-1.259628204761135E+001	-2.849714459148743E+001	
1.556250000000000E+009	-6.397269866803772E+000	-6.397269866803772E+000	-1.401834460791825E+001	-2.910641803071211E+001	
1.559375000000000E+009	-7.288445414170248E+000	-7.288445414170248E+000	-1.572908864853630E+001	-2.947486762886726E+001	
1.562500000000000E+009	-8.241961210605302E+000	-8.241961210605302E+000	-1.786430200199574E+001	-2.932845173445597E+001	
1.565625000000000E+009	-9.142204773930228E+000	-9.142204773930228E+000	-2.081095694702789E+001	-2.926826950643996E+001	
1.568750000000000E+009	-1.013713990954170E+001	-1.013713990954170E+001	-2.525516347627439E+001	-2.858920229193596E+001	
1.571875000000000E+009	-1.124953652600175E+001	-1.124953652600175E+001	-2.998208517546041E+001	-2.764320839841070E+001	
1.575000000000000E+009	-1.229980981167108E+001	-1.229980981167108E+001	-2.776732478212681E+001	-2.716800132572918E+001	
1.578125000000000E+009	-1.304237759375174E+001	-1.304237759375174E+001	-2.291320312612293E+001	-2.694239550029988E+001	
1.581250000000000E+009	-1.341050997890288E+001	-1.341050997890288E+001	-1.947204660140789E+001	-2.648071054700017E+001	
1.584375000000000E+009	-1.328601304440638E+001	-1.328601304440638E+001	-1.732162523336231E+001	-2.588217125793090E+001	
1.587500000000000E+009	-1.280017029850671E+001	-1.280017029850671E+001	-1.573638276031999E+001	-2.568581982376720E+001	
1.590625000000000E+009	-1.217516329742492E+001	-1.217516329742492E+001	-1.445322932048330E+001	-2.531853696479390E+001	
1.593750000000000E+009	-1.146472925242026E+001	-1.146472925242026E+001	-1.349594020723999E+001	-2.476826800180938E+001	
1.596875000000000E+009	-1.073589375748438E+001	-1.073589375748438E+001	-1.259017360858823E+001	-2.467689855755556E+001	
1.600000000000000E+009	-1.012694980802679E+001	-1.012694980802679E+001	-1.176997432399419E+001	-2.482575388935024E+001	
1.603125000000000E+009	-9.670581982688598E+000	-9.670581982688598E+000	-1.106448685620109E+001	-2.493197601260637E+001	
1.606250000000000E+009	-9.220638594183578E+000	-9.220638594183578E+000	-1.037517138036384E+001	-2.487810879857320E+001	
1.609375000000000E+009	-8.701948854767107E+000	-8.701948854767107E+000	-9.685928966588342E+000	-2.470607856097868E+001	
1.612500000000000E+009	-8.224429839872025E+000	-8.224429839872025E+000	-9.134764818119587E+000	-2.413884544916179E+001	
1.615625000000000E+009	-7.819512581060272E+000	-7.819512581060272E+000	-8.633791837526864E+000	-2.355894033501722E+001	
1.618750000000000E+009	-7.466248346582772E+000	-7.466248346582772E+000	-8.174252153036047E+000	-2.303568233173696E+001	
1.621875000000000E+009	-7.089979310747519E+000	-7.089979310747519E+000	-7.832119895802395E+000	-2.263908189524560E+001	
1.625000000000000E+009	-6.711027626653315E+000	-6.711027626653315E+000	-7.547296946590074E+000	-2.248299639254380E+001	
1.628125000000000E+009	-6.340809510234215E+000	-6.340809510234215E+000	-7.254284098732661E+000	-2.239051631239600E+001	
1.631250000000000E+009	-5.977129941356862E+000	-5.977129941356862E+000	-6.984380268661885E+000	-2.242500075429010E+001	
1.634375000000000E+009	-5.640973909960527E+000	-5.640973909960527E+000	-6.747577893394384E+000	-2.269618494136042E+001	
1.637500000000000E+009	-5.339124376559251E+000	-5.339124376559251E+000	-6.508265183179933E+000	-2.273728265791488E+001	
1.640625000000000E+009	-5.102352577863921E+000	-5.102352577863921E+000	-6.245523048130978E+000	-2.250444901218263E+001	
1.643750000000000E+009	-4.885152904263549E+000	-4.885152904263549E+000	-5.968688988152288E+000	-2.238589166304112E+001	
1.646875000000000E+009	-4.663817684002732E+000	-4.663817684002732E+000	-5.730189167788904E+000	-2.244997901404436E+001	
1.650000000000000E+009	-4.453719567374223E+000	-4.453719567374223E+000	-5.557288394378120E+000	-2.245384354331817E+001	
1.653125000000000E+009	-4.253000994481229E+000	-4.253000994481229E+000	-5.407983427286733E+000	-2.242233367470981E+001	
1.656250000000000E+009	-4.037646628528490E+000	-4.037646628528490E+000	-5.284308264153368E+000	-2.237422005078502E+001	
1.659375000000000E+009	-3.866342838449322E+000	-3.866342838449322E+000	-5.189806579113409E+000	-2.247908591791057E+001	
1.662500000000000E+009	-3.719552518152534E+000	-3.719552518152534E+000	-5.080798631812043E+000	-2.265901270452945E+001	
1.665625000000000E+009	-3.581752747762212E+000	-3.581752747762212E+000	-5.006801982760011E+000	-2.281136942927643E+001	
1.668750000000000E+009	-3.424569341292973E+000	-3.424569341292973E+000	-4.958363339836042E+000	-2.278232246054457E+001	
1.671875000000000E+009	-3.303328428196686E+000	-3.303328428196686E+000	-4.940712047068733E+000	-2.273648136718171E+001	
1.675000000000000E+009	-3.185587034417589E+000	-3.185587034417589E+000	-4.906379031757862E+000	-2.276038983446057E+001	
1.678125000000000E+009	-3.047896570442152E+000	-3.047896570442152E+000	-4.852777212000524E+000	-2.274284607738516E+001	
1.681250000000000E+009	-2.954214507266805E+000	-2.954214507266805E+000	-4.798258041826307E+000	-2.260608279032271E+001	
1.684375000000000E+009	-2.881937392241264E+000	-2.881937392241264E+000	-4.742604369410916E+000	-2.238775907073322E+001	
1.687500000000000E+009	-2.801505521166968E+000	-2.801505521166968E+000	-4.696989508654903E+000	-2.218014648894382E+001	
1.690625000000000E+009	-2.713650875869336E+000	-2.713650875869336E+000	-4.643403649327230E+000	-2.210058731207706E+001	
1.693750000000000E+009	-2.644424330897436E+000	-2.644424330897436E+000	-4.597351681680564E+000	-2.218487580788193E+001	
1.696875000000000E+009	-2.569795862751799E+000	-2.569795862751799E+000	-4.586503957741789E+000	-2.230413051704140E+001	
1.700000000000000E+009	-2.482070792181724E+000	-2.482070792181724E+000	-4.580633649252769E+000	-2.252305554542837E+001	
1.703125000000000E+009	-2.382450880210970E+000	-2.382450880210970E+000	-4.553331433059520E+000	-2.285941138155793E+001	
1.706250000000000E+009	-2.304656060190513E+000	-2.304656060190513E+000	-4.560191905528845E+000	-2.300747284210997E+001	
1.709375000000000E+009	-2.232805026348574E+000	-2.232805026348574E+000	-4.596167593140663E+000	-2.300007949334715E+001	
1.712500000000000E+009	-2.168025587212134E+000	-2.168025587212134E+000	-4.644512051815378E+000	-2.281612578345532E+001	
1.715625000000000E+009	-2.127507697884834E+000	-2.127507697884834E+000	-4.690944626301861E+000	-2.253921738271545E+001	
1.718750000000000E+009	-2.100750546439461E+000	-2.100750546439461E+000	-4.752553924683878E+000	-2.226038573655846E+001	
1.721875000000000E+009	-2.069730602316708E+000	-2.069730602316708E+000	-4.791349239125684E+000	-2.210529646733814E+001	
1.725000000000000E+009	-2.025880239577764E+000	-2.025880239577764E+000	-4.789347422657477E+000	-2.214678484007256E+001	
1.728125000000000E+009	-1.983536576573214E+000	-1.983536576573214E+000	-4.803687999805954E+000	-2.213433565360062E+001	
1.731250000000000E+009	-1.939102856195836E+000	-1.939102856195836E+000	-4.830746366349662E+000	-2.199694977639094E+001	
1.734375000000000E+009	-1.910207146609531E+000	-1.910207146609531E+000	-4.871705764230279E+000	-2.182746396285835E+001	
1.737500000000000E+009	-1.912986386905855E+000	-1.912986386905855E+000	-4.935652574242981E+000	-2.162163344146719E+001	
1.740625000000000E+009	-1.922671251532006E+000	-1.922671251532006E+000	-4.993901648503861E+000	-2.141837252992868E+001	
1.743750000000000E+009	-1.923540060231863E+000	-1.923540060231863E+000	-5.050056149458204E+000	-2.120375256918412E+001	
1.746875000000000E+009	-1.929381174887723E+000	-1.929381174887723E+000	-5.136600279003688E+000	-2.092746982868965E+001	
1.750000000000000E+009	-1.952961511938653E+000	-1.952961511938653E+000	-5.259715696141659E+000	-2.064536419080607E+001	
1.753125000000000E+009	-1.965236172131021E+000	-1.965236172131021E+000	-5.382001238671525E+000	-2.048259821699351E+001	
1.756250000000000E+009	-1.976187148183650E+000	-1.976187148183650E+000	-5.456237787030528E+000	-2.045018931591621E+001	
1.759375000000000E+009	-1.955737330312263E+000	-1.955737330312263E+000	-5.501705243264734E+000	-2.042105446806860E+001	
1.762500000000000E+009	-1.948085404406240E+000	-1.948085404406240E+000	-5.512753108454732E+000	-2.041374850170251E+001	
1.765625000000000E+009	-1.963454242135483E+000	-1.963454242135483E+000	-5.487689501546159E+000	-2.046518612885521E+001	
1.768750000000000E+009	-1.955479298797888E+000	-1.955479298797888E+000	-5.433753877571578E+000	-2.047620332204487E+001	
1.771875000000000E+009	-1.934736480719326E+000	-1.934736480719326E+000	-5.399442289910914E+000	-2.055403480289996E+001	
1.775000000000000E+009	-1.936534026500142E+000	-1.936534026500142E+000	-5.335973669600903E+000	-2.071212922601304E+001	
1.778125000000000E+009	-1.927481609695660E+000	-1.927481609695660E+000	-5.277142354096477E+000	-2.083237584624172E+001	
1.781250000000000E+009	-1.940996171415247E+000	-1.940996171415247E+000	-5.260197125788157E+000	-2.081094744408144E+001	
1.784375000000000E+009	-1.933674646438115E+000	-1.933674646438115E+000	-5.245043610983347E+000	-2.078578237242688E+001	
1.787500000000000E+009	-1.919685744442047E+000	-1.919685744442047E+000	-5.221653449815835E+000	-2.077617091526194E+001	
1.790625000000000E+009	-1.922885123795872E+000	-1.922885123795872E+000	-5.241893285831965E+000	-2.074791021334628E+001	
1.793750000000000E+009	-1.907694959097774E+000	-1.907694959097774E+000	-5.264298132368758E+000	-2.068394952224258E+001	
1.796875000000000E+009	-1.908102689245016E+000	-1.908102689245016E+000	-5.332338365308927E+000	-2.053219475700678E+001	
1.800000000000000E+009	-1.901753653058542E+000	-1.901753653058542E+000	-5.430741461605543E+000	-2.032580169096886E+001	
1.803125000000000E+009	-1.901353178637450E+000	-1.901353178637450E+000	-5.529434013826866E+000	-2.018728765409872E+001	
1.806250000000000E+009	-1.902979134407129E+000	-1.902979134407129E+000	-5.586172036135427E+000	-2.011037280052479E+001	
1.809375000000000E+009	-1.917406598637536E+000	-1.917406598637536E+000	-5.657486430114695E+000	-2.001465018868127E+001	
1.812500000000000E+009	-1.930971398394494E+000	-1.930971398394494E+000	-5.739805017831962E+000	-1.986078116570513E+001	
1.815625000000000E+009	-1.964852599560359E+000	-1.964852599560359E+000	-5.817360595367632E+000	-1.969844265208319E+001	
1.818750000000000E+009	-1.978418161238242E+000	-1.978418161238242E+000	-5.891921644186343E+000	-1.954418192448165E+001	
1.821875000000000E+009	-1.986950878934314E+000	-1.986950878934314E+000	-5.938766279083786E+000	-1.948060681069298E+001	
1.825000000000000E+009	-1.992901627813426E+000	-1.992901627813426E+000	-5.945461888237966E+000	-1.946340643410228E+001	
1.828125000000000E+009	-2.004701252296441E+000	-2.004701252296441E+000	-5.916874376111387E+000	-1.948074847320792E+001	
1.831250000000000E+009	-2.016543307771230E+000	-2.016543307771230E+000	-5.930522238525085E+000	-1.946045619882896E+001	
1.834375000000000E+009	-2.037012621261246E+000	-2.037012621261246E+000	-5.981050081577759E+000	-1.936085198712106E+001	
1.837500000000000E+009	-2.071111487751816E+000	-2.071111487751816E+000	-6.051545213657519E+000	-1.917222394376820E+001	
1.840625000000000E+009	-2.086366655944555E+000	-2.086366655944555E+000	-6.124410904126998E+000	-1.898815017291443E+001	
1.843750000000000E+009	-2.110115682271483E+000	-2.110115682271483E+000	-6.185276580825478E+000	-1.887877148385942E+001	
1.846875000000000E+009	-2.134743954710665E+000	-2.134743954710665E+000	-6.243551502441281E+000	-1.875547312696207E+001	
1.850000000000000E+009	-2.171239607181400E+000	-2.171239607181400E+000	-6.277676377107066E+000	-1.862105888920819E+001	
1.853125000000000E+009	-2.220160660050377E+000	-2.220160660050377E+000	-6.292188909101363E+000	-1.849468371588321E+001	
1.856250000000000E+009	-2.244288112983365E+000	-2.244288112983365E+000	-6.328689727536279E+000	-1.839373684418561E+001	
1.859375000000000E+009	-2.244443955039463E+000	-2.244443955039463E+000	-6.389509138605524E+000	-1.829486274484376E+001	
1.862500000000000E+009	-2.253984244560483E+000	-2.253984244560483E+000	-6.454775087400043E+000	-1.824577578118704E+001	
1.865625000000000E+009	-2.262603610842544E+000	-2.262603610842544E+000	-6.515376673169500E+000	-1.816882006945253E+001	
1.868750000000000E+009	-2.286961379687874E+000	-2.286961379687874E+000	-6.594481047690124E+000	-1.803702721351571E+001	
1.871875000000000E+009	-2.296287297734973E+000	-2.296287297734973E+000	-6.687598883842191E+000	-1.790379421235690E+001	
1.875000000000000E+009	-2.307793878516252E+000	-2.307793878516252E+000	-6.736596279218561E+000	-1.780939032432704E+001	
1.878125000000000E+009	-2.320923649380518E+000	-2.320923649380518E+000	-6.745802736261553E+000	-1.772955752386630E+001	
1.881250000000000E+009	-2.318217831702754E+000	-2.318217831702754E+000	-6.728865273632628E+000	-1.762642246418553E+001	
1.884375000000000E+009	-2.325703630593260E+000	-2.325703630593260E+000	-6.738258138203703E+000	-1.753870627448465E+001	
1.887500000000000E+009	-2.344032593504074E+000	-2.344032593504074E+000	-6.786166175480032E+000	-1.744647786007947E+001	
1.890625000000000E+009	-2.364533391726622E+000	-2.364533391726622E+000	-6.841999460465746E+000	-1.726269208003498E+001	
1.893750000000000E+009	-2.408749252825413E+000	-2.408749252825413E+000	-6.876091600686660E+000	-1.711766338699053E+001	
1.896875000000000E+009	-2.461140958657722E+000	-2.461140958657722E+000	-6.885526082402693E+000	-1.703330560968179E+001	
1.900000000000000E+009	-2.512091098991989E+000	-2.512091098991989E+000	-6.899712270354072E+000	-1.695047793225629E+001	
1.903125000000000E+009	-2.558146114673999E+000	-2.558146114673999E+000	-6.900196223892672E+000	-1.685385298782447E+001	
1.906250000000000E+009	-2.597225116866032E+000	-2.597225116866032E+000	-6.907140787281288E+000	-1.670694919160047E+001	
1.909375000000000E+009	-2.644549665950510E+000	-2.644549665950510E+000	-6.956618310558194E+000	-1.650895458301138E+001	
1.912500000000000E+009	-2.705514028042830E+000	-2.705514028042830E+000	-7.027295211126418E+000	-1.632734966153042E+001	
1.915625000000000E+009	-2.755123885037164E+000	-2.755123885037164E+000	-7.100547201285711E+000	-1.617064630256876E+001	
1.918750000000000E+009	-2.789647892598775E+000	-2.789647892598775E+000	-7.157615312458019E+000	-1.610745247963327E+001	
1.921875000000000E+009	-2.829311889880247E+000	-2.829311889880247E+000	-7.223394987826259E+000	-1.604817055749225E+001	
1.925000000000000E+009	-2.907975444644966E+000	-2.907975444644966E+000	-7.279151926430556E+000	-1.592859126011264E+001	
1.928125000000000E+009	-2.988220410505722E+000	-2.988220410505722E+000	-7.325152881920999E+000	-1.577773394469994E+001	
1.931250000000000E+009	-3.063561722376886E+000	-3.063561722376886E+000	-7.320012998177143E+000	-1.570001365405723E+001	
1.934375000000000E+009	-3.146978654639945E+000	-3.146978654639945E+000	-7.281862241079759E+000	-1.565761752607114E+001	
1.937500000000000E+009	-3.209181444796069E+000	-3.209181444796069E+000	-7.205576838162435E+000	-1.562556936501114E+001	
