        Frequency / MHz                S1,1 (31765)/abs,linear
                  2841.4                      0.73498233
                    2844                        0.737993
                  2846.6                      0.74090117
                  2849.2                        0.743699
                  2851.8                      0.74639233
                  2854.4                       0.7489911
                    2857                       0.7514984
                  2859.6                      0.75390293
                  2862.2                      0.75618037
                  2864.8                      0.75830481
                  2867.4                      0.76025979
                    2870                      0.76204383
                  2872.6                      0.76366952
                  2875.2                      0.76515134
                  2877.8                      0.76649862
                  2880.4                      0.76771393
                    2883                        0.768801
                  2885.6                      0.76977601
                  2888.2                      0.77067679
                  2890.8                      0.77156012
                  2893.4                      0.77249003
                    2896                      0.77352271
                  2898.6                      0.77469512
                  2901.2                      0.77602332
                  2903.8                      0.77751027
                  2906.4                      0.77915676
                    2909                      0.78096521
                  2911.6                      0.78293838
                  2914.2                       0.7850703
                  2916.8                      0.78733873
                  2919.4                      0.78970761
                    2922                       0.7921348
                  2924.6                      0.79458595
                  2927.2                      0.79704431
                  2929.8                      0.79950679
                  2932.4                      0.80197668
                    2935                      0.80445034
                  2937.6                      0.80691248
                  2940.2                      0.80934003
                  2942.8                      0.81171265
                  2945.4                      0.81402241
                    2948                      0.81627766
                  2950.6                      0.81849339
                  2953.2                      0.82068026
                  2955.8                       0.8228363
                  2958.4                      0.82494642
                    2961                       0.8269928
                  2963.6                      0.82896541
                  2966.2                      0.83086899
                  2968.8                       0.8327188
                  2971.4                      0.83452984
                    2974                      0.83630558
                  2976.6                      0.83803514
                  2979.2                      0.83969983
                  2981.8                      0.84128459
                  2984.4                       0.8427883
                    2987                      0.84422367
                  2989.6                      0.84560878
                  2992.2                      0.84695571
                  2994.8                      0.84826313
                  2997.4                      0.84951913
                    3000                       0.8507132

        Frequency / MHz                S1,1 (31772)/abs,linear
----------------------------------------------------------------------
                     400                      0.99906004
                   402.6                      0.99915192
                   405.2                      0.99925005
                   407.8                      0.99926867
                   410.4                      0.99917462
                     413                      0.99901016
                   415.6                      0.99886532
                   418.2                      0.99881676
                   420.8                      0.99887524
                   423.4                      0.99897793
                     426                      0.99903028
                   428.6                      0.99896959
                   431.2                        0.998808
                   433.8                       0.9986258
                   436.4                      0.99851769
                     439                      0.99852792
                   441.6                      0.99861929
                   444.2                      0.99869727
                   446.8                      0.99867286
                   449.4                      0.99852299
                     452                      0.99830841
                   454.6                      0.99813439
                   457.2                      0.99807916
                   459.8                       0.9981393
                   462.4                      0.99823033
                     465                      0.99824185
                   467.6                      0.99811144
                   470.2                      0.99786925
                   472.8                      0.99762134
                   475.4                      0.99747891
                     478                      0.99748104
                   480.6                      0.99756539
                   483.2                      0.99760727
                   485.8                       0.9975015
                   488.4                      0.99723499
                     491                      0.99690135
                   493.6                      0.99664152
                   496.2                      0.99654681
                   498.8                      0.99659254
                   501.4                      0.99664987
                     504                        0.996568
                   506.6                      0.99627502
                   509.2                      0.99583389
                   511.8                      0.99540865
                   514.4                      0.99515462
                     517                      0.99510649
                   519.6                      0.99514626
                   522.2                      0.99507374
                   524.8                      0.99473612
                   527.4                      0.99413777
                     530                      0.99345425
                   532.6                      0.99292215
                   535.2                      0.99267049
                   537.8                      0.99261614
                   540.4                      0.99250093
                     543                      0.99204887
                   545.6                      0.99115368
                   548.2                      0.98997944
                   550.8                      0.98887789
                   553.4                       0.9881431
                     556                      0.98777175
                   558.6                      0.98741434
                   561.2                      0.98655416
                   563.8                      0.98482685
                   566.4                      0.98231487
                     569                      0.97958003
                   571.6                      0.97727978
                   574.2                      0.97557246
                   576.8                      0.97376184
                   579.4                      0.97043402
                     582                      0.96413005
                   584.6                      0.95459388
                   587.2                       0.9439374
                   589.8                      0.93590589
                   592.4                       0.9331415
                     595                      0.93567099
                   597.6                      0.94188858
                   600.2                      0.94991719
                   602.8                      0.95809161
                   605.4                      0.96493889
                     608                      0.96926491
                   610.6                      0.97053947
                   613.2                      0.96925457
                   615.8                      0.96673012
                   618.4                      0.96434318
                     621                      0.96277676
                   623.6                      0.96180803
                   626.2                      0.96062609
                   628.8                      0.95839239
                   631.4                      0.95475788
                     634                      0.95007288
                   636.6                      0.94512262
                   639.2                      0.94054729
                   641.8                      0.93638508
                   644.4                      0.93204769
                     647                       0.9266908
                   649.6                       0.9197369
                   652.2                      0.91124167
                   654.8                      0.90183895
                   657.4                      0.89224049
                     660                       0.8826552
                   662.6                      0.87257327
                   665.2                      0.86104037
                   667.8                      0.84723036
                   670.4                      0.83097083
                     673                      0.81283987
                   675.6                      0.79368996
                   678.2                      0.77391492
                   680.8                      0.75304976
                   683.4                      0.73001552
                     686                      0.70381587
                   688.6                      0.67424522
                   691.2                      0.64208405
                   693.8                      0.60854855
                   696.4                      0.57436709
                     699                      0.53926347
                   701.6                      0.50228703
                   704.2                      0.46269302
                   706.8                      0.42073533
                   709.4                      0.37776078
                     712                      0.33545743
                   714.6                      0.29482987
                   717.2                      0.25579695
                   719.8                       0.2177734
                   722.4                      0.18080054
                     725                      0.14648604
                   727.6                      0.11827954
                   730.2                      0.10062965
                   732.8                     0.096209051
                   735.4                      0.10321308
                     738                      0.11759752
                   740.6                      0.13642967
                   743.2                      0.15793168
                   745.8                      0.18055072
                   748.4                      0.20278971
                     751                      0.22357273
                   753.6                      0.24252396
                   756.2                      0.25989333
                   758.8                      0.27618622
                   761.4                      0.29173977
                     764                      0.30650914
                   766.6                      0.32015973
                   769.2                      0.33236392
                   771.8                      0.34305626
                   774.4                      0.35247731
                     777                      0.36101652
                   779.6                      0.36897158
                   782.2                      0.37639242
                   784.8                      0.38310531
                   787.4                      0.38888725
                     790                       0.3936537
                   792.6                      0.39753196
                   795.2                      0.40078694
                   797.8                      0.40366015
                   800.4                      0.40623335
                     803                      0.40841014
                   805.6                      0.41001768
                   808.2                      0.41095371
                   810.8                      0.41127168
                   813.4                      0.41115603
                     816                      0.41080734
                   818.6                      0.41032442
                   821.2                      0.40965896
                   823.8                      0.40867495
                   826.4                      0.40726558
                     829                      0.40544127
                   831.6                      0.40333557
                   834.2                      0.40112218
                   836.8                      0.39890913
                   839.4                      0.39668037
                     842                       0.3943268
                   844.6                       0.3917417
                   847.2                       0.3889101
                   849.8                        0.385931
                   852.4                      0.38295858
                     855                       0.3801044
                   857.6                      0.37737334
                   860.2                       0.3746734
                   862.8                      0.37189711
                   865.4                      0.36900874
                     868                      0.36608066
                   870.6                      0.36324893
                   873.2                      0.36062436
                   875.8                      0.35822212
                   878.4                      0.35596004
                     881                      0.35372566
                   883.6                      0.35146443
                   886.2                        0.349223
                   888.8                       0.3471185
                   891.4                      0.34525786
                     894                      0.34366243
                   896.6                      0.34225616
                   899.2                      0.34092226
                   901.8                      0.33958824
                   904.4                      0.33827722
                     907                      0.33708919
                   909.6                      0.33612775
                   912.2                      0.33542329
                   914.8                      0.33491162
                   917.4                      0.33447666
                     920                       0.3340342
                   922.6                      0.33358799
                   925.2                      0.33322489
                   927.8                        0.333051
                   930.4                      0.33311417
                     933                      0.33337151
                   935.6                      0.33371928
                   938.2                      0.33406942
                   940.8                      0.33441293
                   943.4                      0.33482797
                     946                      0.33542921
                   948.6                       0.3362926
                   951.2                      0.33740854
                   953.8                      0.33869955
                   956.4                      0.34008467
                     959                      0.34154997
                   961.6                       0.3431714
                   964.2                      0.34508024
                   966.8                      0.34739105
                   969.4                      0.35014527
                     972                      0.35330924
                   974.6                       0.3568288
                   977.2                      0.36070061
                   979.8                      0.36501399
                   982.4                      0.36993322
                     985                      0.37563354
                   987.6                      0.38223563
                   990.2                      0.38978352
                   992.8                      0.39828504
                   995.4                      0.40778207
                     998                      0.41840937
                  1000.6                      0.43039069
                  1003.2                      0.44397814
                  1005.8                       0.4593654
                  1008.4                      0.47662348
                    1011                       0.4956958
                  1013.6                      0.51642225
                  1016.2                       0.5385504
                  1018.8                      0.56166484
                  1021.4                      0.58504467
                    1024                      0.60752636
                  1026.6                      0.62752202
                  1029.2                      0.64330303
                  1031.8                      0.65350026
                  1034.4                      0.65757218
                    1037                      0.65596768
                  1039.6                      0.64992455
                  1042.2                      0.64106491
                  1044.8                      0.63100079
                  1047.4                      0.62106738
                    1050                      0.61220177
                  1052.6                      0.60494559
                  1055.2                      0.59953094
                  1057.8                      0.59599624
                  1060.4                      0.59428202
                    1063                      0.59427834
                  1065.6                      0.59583221
                  1068.2                       0.5987469
                  1070.8                      0.60279769
                  1073.4                      0.60777033
                    1076                      0.61349777
                  1078.6                      0.61987369
                  1081.2                      0.62682964
                  1083.8                      0.63429491
                  1086.4                      0.64216843
                    1089                      0.65032172
                  1091.6                      0.65863192
                  1094.2                      0.66702012
                  1096.8                      0.67546213
                  1099.4                      0.68396649
                    1102                      0.69253248
                  1104.6                      0.70112076
                  1107.2                      0.70965444
                  1109.8                      0.71805157
                  1112.4                      0.72626569
                    1115                      0.73430213
                  1117.6                      0.74219985
                  1120.2                      0.74999019
                  1122.8                      0.75766416
                  1125.4                        0.765169
                    1128                      0.77243801
                  1130.6                      0.77943214
                  1133.2                      0.78616282
                  1135.8                      0.79267926
                  1138.4                      0.79902969
                    1141                      0.80522274
                  1143.6                      0.81121697
                  1146.2                       0.8169466
                  1148.8                      0.82236441
                  1151.4                      0.82747224
                    1154                      0.83231547
                  1156.6                      0.83694667
                  1159.2                      0.84137984
                  1161.8                      0.84556857
                  1164.4                      0.84942503
                    1167                      0.85286538
                  1169.6                      0.85585017
                  1172.2                      0.85838901
                  1174.8                      0.86050296
                  1177.4                       0.8621668
                    1180                      0.86327131
                  1182.6                      0.86363842
                  1185.2                      0.86309317
                  1187.8                      0.86156546
                  1190.4                      0.85918116
                    1193                      0.85632185
                  1195.6                      0.85363634
                  1198.2                      0.85197934
                  1200.8                      0.85224329
                  1203.4                      0.85506685
                    1206                      0.86052479
                  1208.6                       0.8680234
                  1211.2                      0.87653891
                  1213.8                      0.88505605
                  1216.4                      0.89290633
                    1219                      0.89983876
                  1221.6                       0.9058914
                  1224.2                      0.91121551
                  1226.8                      0.91595052
                  1229.4                      0.92018039
                    1232                      0.92394884
                  1234.6                       0.9272958
                  1237.2                      0.93028017
                  1239.8                      0.93297739
                  1242.4                      0.93545996
                    1245                      0.93777768
                  1247.6                      0.93995116
                  1250.2                      0.94198162
                  1252.8                      0.94386724
                  1255.4                      0.94561648
                    1258                      0.94725001
                  1260.6                      0.94879308
                  1263.2                      0.95026458
                  1265.8                      0.95167052
                  1268.4                      0.95300612
                    1271                      0.95426363
                  1273.6                       0.9554402
                  1276.2                      0.95654178
                  1278.8                      0.95758074
                  1281.4                      0.95857045
                    1284                      0.95952071
                  1286.6                      0.96043662
                  1289.2                       0.9613209
                  1291.8                        0.962177
                  1294.4                      0.96301061
                    1297                      0.96382863
                  1299.6                      0.96463602
                  1302.2                      0.96543344
                  1304.8                      0.96621663
                  1307.4                      0.96697885
                    1310                      0.96771434
                  1312.6                       0.9684212
                  1315.2                      0.96910162
                  1317.8                      0.96975988
                  1320.4                      0.97039945
                    1323                      0.97102113
                  1325.6                      0.97162312
                  1328.2                      0.97220297
                  1330.8                      0.97275972
                  1333.4                      0.97329484
                    1336                      0.97381162
                  1338.6                      0.97431335
                  1341.2                      0.97480166
                  1343.8                       0.9752761
                  1346.4                      0.97573501
                    1349                      0.97617721
                  1351.6                      0.97660293
                  1354.2                      0.97701408
                  1356.8                       0.9774131
                  1359.4                      0.97780172
                    1362                       0.9781802
                  1364.6                      0.97854765
                  1367.2                      0.97890288
                  1369.8                      0.97924555
                  1372.4                      0.97957657
                    1375                      0.97989757
                  1377.6                      0.98021008
                  1380.2                      0.98051481
                  1382.8                       0.9808114
                  1385.4                      0.98109903
                    1388                      0.98137714
                  1390.6                      0.98164596
                  1393.2                      0.98190651
                  1395.8                      0.98216002
                  1398.4                      0.98240729
                    1401                      0.98264842
                  1403.6                      0.98288296
                  1406.2                      0.98311037
                  1408.8                      0.98333058
                  1411.4                      0.98354412
                    1414                      0.98375193
                  1416.6                       0.9839548
                  1419.2                      0.98415311
                  1421.8                      0.98434676
                  1424.4                      0.98453542
                    1427                      0.98471896
                  1429.6                      0.98489769
                  1432.2                      0.98507228
                  1434.8                      0.98524346
                  1437.4                      0.98541166
                    1440                      0.98557684
                  1442.6                      0.98573866
                  1445.2                      0.98589672
                  1447.8                      0.98605089
                  1450.4                      0.98620138
                    1453                       0.9863486
                  1455.6                      0.98649298
                  1458.2                      0.98663469
                  1460.8                       0.9867737
                  1463.4                      0.98690991
                    1466                      0.98704333
                  1468.6                       0.9871742
                  1471.2                      0.98730292
                  1473.8                      0.98742994
                  1476.4                      0.98755551
                    1479                      0.98767969
                  1481.6                      0.98780238
                  1484.2                      0.98792353
                  1486.8                      0.98804322
                  1489.4                      0.98816166
                    1492                      0.98827918
                  1494.6                      0.98839604
                  1497.2                      0.98851233
                  1499.8                      0.98862803
                  1502.4                      0.98874301
                    1505                      0.98885728
                  1507.6                      0.98897097
                  1510.2                      0.98908429
                  1512.8                      0.98919745
                  1515.4                      0.98931059
                    1518                      0.98942373
                  1520.6                      0.98953677
                  1523.2                      0.98964967
                  1525.8                      0.98976246
                  1528.4                      0.98987528
                    1531                      0.98998831
                  1533.6                      0.99010167
                  1536.2                      0.99021541
                  1538.8                      0.99032949
                  1541.4                      0.99044385
                    1544                      0.99055846
                  1546.6                       0.9906734
                  1549.2                      0.99078878
                  1551.8                      0.99090474
                  1554.4                      0.99102133
                    1557                      0.99113853
                  1559.6                      0.99125632
                  1562.2                      0.99137465
                  1564.8                      0.99149351
                  1567.4                        0.991613
                    1570                      0.99173321
                  1572.6                       0.9918542
                  1575.2                      0.99197599
                  1577.8                      0.99209854
                  1580.4                      0.99222182
                    1583                      0.99234581
                  1585.6                      0.99247053
                  1588.2                      0.99259605
                  1590.8                       0.9927224
                  1593.4                      0.99284962
                    1596                      0.99297769
                  1598.6                      0.99310656
                  1601.2                      0.99323621
                  1603.8                      0.99336662
                  1606.4                      0.99349781
                    1609                      0.99362978
                  1611.6                      0.99376256
                  1614.2                      0.99389613
                  1616.8                      0.99403041
                  1619.4                      0.99416538
                    1622                      0.99430099
                  1624.6                      0.99443722
                  1627.2                      0.99457402
                  1629.8                      0.99471137
                  1632.4                      0.99484922
                    1635                      0.99498748
                  1637.6                      0.99512608
                  1640.2                      0.99526496
                  1642.8                      0.99540401
                  1645.4                      0.99554316
                    1648                      0.99568229
                  1650.6                      0.99582129
                  1653.2                      0.99596003
                  1655.8                      0.99609838
                  1658.4                      0.99623621
                    1661                      0.99637336
                  1663.6                      0.99650965
                  1666.2                      0.99664488
                  1668.8                      0.99677882
                  1671.4                      0.99691125
                    1674                      0.99704194
                  1676.6                      0.99717065
                  1679.2                      0.99729711
                  1681.8                      0.99742102
                  1684.4                      0.99754205
                    1687                      0.99765978
                  1689.6                      0.99777382
                  1692.2                      0.99788377
                  1694.8                      0.99798923
                  1697.4                      0.99808975
                    1700                      0.99818483
                  1702.6                      0.99827388
                  1705.2                      0.99835626
                  1707.8                      0.99843129
                  1710.4                      0.99849827
                    1713                      0.99855649
                  1715.6                       0.9986052
                  1718.2                      0.99864356
                  1720.8                      0.99867058
                  1723.4                       0.9986852
                    1726                      0.99868623
                  1728.6                      0.99867249
                  1731.2                       0.9986427
                  1733.8                      0.99859554
                  1736.4                      0.99852951
                    1739                      0.99844293
                  1741.6                       0.9983339
                  1744.2                      0.99820037
                  1746.8                      0.99804015
                  1749.4                      0.99785094
                    1752                      0.99763027
                  1754.6                      0.99737541
                  1757.2                      0.99708335
                  1759.8                      0.99675075
                  1762.4                      0.99637405
                    1765                      0.99594961
                  1767.6                      0.99547382
                  1770.2                      0.99494317
                  1772.8                      0.99435446
                  1775.4                      0.99370509
                    1778                      0.99299366
                  1780.6                      0.99222084
                  1783.2                       0.9913904
                  1785.8                      0.99051037
                  1788.4                      0.98959368
                    1791                      0.98865813
                  1793.6                      0.98772508
                  1796.2                      0.98681628
                  1798.8                      0.98594942
                  1801.4                      0.98513309
                    1804                      0.98436324
                  1806.6                       0.9836227
                  1809.2                        0.982884
                  1811.8                       0.9821144
                  1814.4                      0.98128113
                    1817                      0.98035521
                  1819.6                      0.97931337
                  1822.2                      0.97813858
                  1824.8                      0.97681919
                  1827.4                      0.97534775
                    1830                       0.9737196
                  1832.6                      0.97193175
                  1835.2                      0.96998197
                  1837.8                       0.9678685
                  1840.4                       0.9655899
                    1843                      0.96314489
                  1845.6                      0.96053242
                  1848.2                      0.95775139
                  1850.8                       0.9548006
                  1853.4                      0.95167881
                    1856                      0.94838511
                  1858.6                      0.94491937
                  1861.2                      0.94128235
                  1863.8                      0.93747574
                  1866.4                      0.93350163
                    1869                      0.92936274
                  1871.6                      0.92506226
                  1874.2                      0.92060433
                  1876.8                      0.91599441
                  1879.4                      0.91123956
                    1882                        0.906348
                  1884.6                      0.90132833
                  1887.2                      0.89618898
                  1889.8                       0.8909388
                  1892.4                      0.88558699
                    1895                      0.88014374
                  1897.6                      0.87462021
                  1900.2                      0.86902781
                  1902.8                      0.86337721
                  1905.4                      0.85767752
                    1908                      0.85193687
                  1910.6                       0.8461628
                  1913.2                       0.8403632
                  1915.8                      0.83454615
                  1918.4                      0.82871916
                    1921                      0.82288817
                  1923.6                       0.8170569
                  1926.2                      0.81122725
                  1928.8                      0.80540053
                  1931.4                      0.79957855
                    1934                       0.7937637
                  1936.6                      0.78795817
                  1939.2                      0.78216292
                  1941.8                      0.77637658
                  1944.4                      0.77059645
                    1947                      0.76481972
                  1949.6                      0.75904463
                  1952.2                      0.75327102
                  1954.8                      0.74749933
                  1957.4                      0.74172914
                    1960                      0.73595822
                  1962.6                        0.730183
                  1965.2                      0.72440008
                  1967.8                      0.71860768
                  1970.4                      0.71280612
                    1973                      0.70699697
                  1975.6                      0.70118137
                  1978.2                      0.69535856
                  1980.8                      0.68952644
                  1983.4                      0.68368289
                    1986                      0.67782728
                  1988.6                      0.67196163
                  1991.2                      0.66608955
                  1993.8                      0.66021461
                  1996.4                      0.65433846
                    1999                      0.64846095
                  2001.6                      0.64258158
                  2004.2                      0.63670114
                  2006.8                      0.63082308
                  2009.4                      0.62495315
                    2012                      0.61909722
                  2014.6                      0.61325925
                  2017.2                      0.60744131
                  2019.8                      0.60164404
                  2022.4                      0.59586947
                    2025                      0.59012209
                  2027.6                      0.58440896
                  2030.2                      0.57873738
                  2032.8                      0.57311371
                  2035.4                      0.56754142
                    2038                      0.56202185
                  2040.6                      0.55655729
                  2043.2                      0.55115217
                  2045.8                       0.5458134
                  2048.4                      0.54054897
                    2051                      0.53536557
                  2053.6                      0.53026694
                  2056.2                       0.5252542
                  2058.8                      0.52032767
                  2061.4                      0.51548999
                    2064                      0.51074591
                  2066.6                      0.50610172
                  2069.2                      0.50156251
                  2071.8                      0.49712938
                  2074.4                      0.49280213
                    2077                      0.48857726
                  2079.6                      0.48445241
                  2082.2                      0.48042953
                  2084.8                      0.47651016
                  2087.4                      0.47269624
                    2090                      0.46898644
                  2092.6                      0.46537604
                  2095.2                      0.46185833
                  2097.8                      0.45842764
                  2100.4                      0.45508024
                    2103                      0.45181483
                  2105.6                      0.44863173
                  2108.2                      0.44552734
                  2110.8                      0.44249599
                  2113.4                      0.43952917
                    2116                       0.4366196
                  2118.6                      0.43376311
                  2121.2                      0.43095874
                  2123.8                      0.42820537
                  2126.4                       0.4255032
                    2129                       0.4228473
                  2131.6                      0.42023145
                  2134.2                       0.4176517
                  2136.8                      0.41510412
                  2139.4                      0.41258952
                    2142                      0.41011225
                  2144.6                      0.40767296
                  2147.2                      0.40527277
                  2149.8                      0.40290777
                  2152.4                      0.40057672
                    2155                      0.39827911
                  2157.6                      0.39601687
                  2160.2                      0.39379761
                  2162.8                      0.39162478
                  2165.4                      0.38950205
                    2168                      0.38742793
                  2170.6                       0.3854025
                  2173.2                       0.3834259
                  2175.8                      0.38150176
                  2178.4                      0.37963722
                    2181                      0.37783782
                  2183.6                      0.37610768
                  2186.2                      0.37444653
                  2188.8                      0.37285319
                  2191.4                      0.37132774
                    2194                      0.36987306
                  2196.6                      0.36849463
                  2199.2                       0.3671992
                  2201.8                       0.3659897
                  2204.4                      0.36486617
                    2207                      0.36382674
                  2209.6                      0.36286941
                  2212.2                      0.36199643
                  2214.8                      0.36121254
                  2217.4                      0.36052354
                    2220                      0.35993461
                  2222.6                      0.35944623
                  2225.2                      0.35905636
                  2227.8                      0.35876503
                  2230.4                      0.35857429
                    2233                      0.35849053
                  2235.6                      0.35852352
                  2238.2                      0.35868119
                  2240.8                       0.3589687
                  2243.4                      0.35938772
                    2246                      0.35993675
                  2248.6                      0.36061689
