        Frequency                Csh=0.3/abs,dB
                  1803.3                      -12.483859
                  1805.4                      -12.259019
                  1807.5                      -12.041801
                  1809.6                      -11.831885
                  1811.7                      -11.628967
                  1813.8                      -11.432748
                  1815.9                      -11.242961
                    1818                      -11.059314
                  1820.1                      -10.881572
                  1822.2                      -10.709493
                  1824.3                       -10.54285
                  1826.4                       -10.38143
                  1828.5                      -10.225036
                  1830.6                      -10.073472
                  1832.7                      -9.9265684
                  1834.8                      -9.7841265
                  1836.9                      -9.6459955
                    1839                      -9.5120366
                  1841.1                      -9.3820846
                  1843.2                      -9.2559996
                  1845.3                       -9.133656
                  1847.4                       -9.014925
                  1849.5                      -8.8996951
                  1851.6                      -8.7878299
                  1853.7                      -8.6792327
                  1855.8                      -8.5738067
                  1857.9                      -8.4714359
                    1860                      -8.3720349
                  1862.1                      -8.2755109
                  1864.2                      -8.1817747
                  1866.3                      -8.0907541
                  1868.4                      -8.0023533
                  1870.5                      -7.9165016
                  1872.6                      -7.8331323
                  1874.7                      -7.7521651
                  1876.8                      -7.6735354
                  1878.9                      -7.5971775
                    1881                      -7.5230346
                  1883.1                      -7.4510489
                  1885.2                      -7.3811539
                  1887.3                      -7.3132986
                  1889.4                      -7.2474319
                  1891.5                      -7.1834973
                  1893.6                      -7.1214485
                  1895.7                      -7.0612377
                  1897.8                      -7.0028188
                  1899.9                      -6.9461526
                    1902                      -6.8911879
                  1904.1                      -6.8378876
                  1906.2                      -6.7862174
                  1908.3                      -6.7361313
                  1910.4                      -6.6875965
                  1912.5                      -6.6405773
                  1914.6                      -6.5950396
                  1916.7                      -6.5509531
                  1918.8                      -6.5082803
                  1920.9                      -6.4669911
                    1923                      -6.4270648
                  1925.1                      -6.3884637
                  1927.2                      -6.3511648
                  1929.3                       -6.315139
                  1931.4                      -6.2803627
                  1933.5                      -6.2468121
                  1935.6                      -6.2144615
                  1937.7                       -6.183286
                  1939.8                      -6.1532686
                  1941.9                      -6.1243819
                    1944                       -6.096608
                  1946.1                      -6.0699275
                  1948.2                      -6.0443192
                  1950.3                      -6.0197672
                  1952.4                      -5.9962485
                  1954.5                      -5.9737486
                  1956.6                      -5.9522501
                  1958.7                      -5.9317343
                  1960.8                      -5.9121859
                  1962.9                      -5.8935881
                    1965                      -5.8759272
                  1967.1                      -5.8591883
                  1969.2                      -5.8433541
                  1971.3                      -5.8284107
                  1973.4                      -5.8143446
                  1975.5                      -5.8011401
                  1977.6                      -5.7887836
                  1979.7                      -5.7772616
                  1981.8                        -5.76656
                  1983.9                      -5.7566661
                    1986                      -5.7475647
                  1988.1                      -5.7392417
                  1990.2                      -5.7316856
                  1992.3                      -5.7248811
                  1994.4                      -5.7188144
                  1996.5                      -5.7134717
                  1998.6                      -5.7088393
                  2000.7                      -5.7049034
                  2002.8                      -5.7016487
                  2004.9                      -5.6990608
                    2007                      -5.6971257
                  2009.1                      -5.6958273
                  2011.2                      -5.6951521
                  2013.3                      -5.6950826
                  2015.4                      -5.6956043
                  2017.5                      -5.6967008
                  2019.6                      -5.6983554
                  2021.7                      -5.7005522
                  2023.8                      -5.7032732
                  2025.9                      -5.7065017
                    2028                      -5.7102206
                  2030.1                      -5.7144109
                  2032.2                      -5.7190549
                  2034.3                      -5.7241342
                  2036.4                       -5.729631
                  2038.5                      -5.7355249
                  2040.6                      -5.7417965
                  2042.7                      -5.7484287
                  2044.8                      -5.7553993
                  2046.9                      -5.7626909
                    2049                      -5.7702824
                  2051.1                      -5.7781538
                  2053.2                      -5.7862857
                  2055.3                      -5.7946583
                  2057.4                      -5.8032506
                  2059.5                      -5.8120436
                  2061.6                      -5.8210186
                  2063.7                      -5.8301561
                  2065.8                      -5.8394342
                  2067.9                      -5.8488371
                    2070                      -5.8583452
                  2072.1                      -5.8679393
                  2074.2                      -5.8776033
                  2076.3                      -5.8873199
                  2078.4                        -5.89707
                  2080.5                      -5.9068379
                  2082.6                      -5.9166111
                  2084.7                      -5.9263714
                  2086.8                      -5.9361051
                  2088.9                       -5.945801
                    2091                       -5.955444
                  2093.1                      -5.9650225
                  2095.2                      -5.9745266
                  2097.3                      -5.9839444
                  2099.4                      -5.9932693
                  2101.5                      -6.0024897
                  2103.6                       -6.011601
                  2105.7                       -6.020593
                  2107.8                      -6.0294643
                  2109.9                      -6.0382066
                    2112                      -6.0468182
                  2114.1                      -6.0552943
                  2116.2                      -6.0636344
                  2118.3                      -6.0718366
                  2120.4                      -6.0798998
                  2122.5                      -6.0878253
                  2124.6                      -6.0956126
                  2126.7                      -6.1032674
                  2128.8                       -6.110787
                  2130.9                      -6.1181791
                    2133                      -6.1254449
                  2135.1                      -6.1325897
                  2137.2                      -6.1396187
                  2139.3                      -6.1465371
                  2141.4                      -6.1533494
                  2143.5                      -6.1600621
                  2145.6                      -6.1666817
                  2147.7                      -6.1732162
                  2149.8                      -6.1796689
                  2151.9                      -6.1860502
                    2154                      -6.1923654
                  2156.1                      -6.1986212
                  2158.2                      -6.2048245
                  2160.3                      -6.2109821
                  2162.4                      -6.2170993
                  2164.5                      -6.2231848
                  2166.6                      -6.2292442
                  2168.7                      -6.2352795
                  2170.8                      -6.2413006
                  2172.9                      -6.2473108
                    2175                      -6.2533132
                  2177.1                      -6.2593139
                  2179.2                      -6.2653133
                  2181.3                      -6.2713187
                  2183.4                      -6.2773294
                  2185.5                      -6.2833468
                  2187.6                      -6.2893731
                  2189.7                      -6.2954093
                  2191.8                       -6.301452
                  2193.9                      -6.3075035
                    2196                      -6.3135618
                  2198.1                       -6.319625
                  2200.2                      -6.3256858
                  2202.3                      -6.3317465
                  2204.4                      -6.3378004
                  2206.5                      -6.3438412
                  2208.6                      -6.3498664
                  2210.7                      -6.3558671
                  2212.8                      -6.3618367
                  2214.9                      -6.3677708
                    2217                        -6.37366
                  2219.1                      -6.3794944
                  2221.2                      -6.3852686
                  2223.3                      -6.3909705
                  2225.4                      -6.3965953
                  2227.5                      -6.4021296
                  2229.6                      -6.4075629
                  2231.7                      -6.4128854
                  2233.8                      -6.4180921
                  2235.9                      -6.4231651
                    2238                      -6.4281007
                  2240.1                      -6.4328843
                  2242.2                      -6.4375085
                  2244.3                      -6.4419618
                  2246.4                      -6.4462342
                  2248.5                      -6.4503163
                  2250.6                      -6.4542004
                  2252.7                       -6.457876
                  2254.8                      -6.4613374
                  2256.9                       -6.464571
                    2259                      -6.4675745
                  2261.1                      -6.4703401
                  2263.2                        -6.47286
                  2265.3                      -6.4751272
                  2267.4                      -6.4771389
                  2269.5                      -6.4788901
                  2271.6                      -6.4803792
                  2273.7                         -6.4816
                  2275.8                       -6.482549
                  2277.9                       -6.483227
                    2280                      -6.4836333
                  2282.1                      -6.4837655
                  2284.2                      -6.4836275
                  2286.3                      -6.4832156
                  2288.4                      -6.4825389
                  2290.5                      -6.4815918
                  2292.6                      -6.4803808
                  2294.7                      -6.4789112
                  2296.8                      -6.4771862
                  2298.9                      -6.4752093
                    2301                      -6.4729871
                  2303.1                      -6.4705249
                  2305.2                      -6.4678295
                  2307.3                      -6.4649039
                  2309.4                      -6.4617601
                  2311.5                      -6.4584008
                  2313.6                      -6.4548368
                  2315.7                      -6.4510706
                  2317.8                      -6.4471147
                  2319.9                      -6.4429721
                    2322                      -6.4386521
                  2324.1                      -6.4341677
                  2326.2                      -6.4295166
                  2328.3                      -6.4247115
                  2330.4                      -6.4197549
                  2332.5                      -6.4146587
                  2334.6                      -6.4094231
                  2336.7                       -6.404061
                  2338.8                      -6.3985726
                  2340.9                      -6.3929673
                    2343                      -6.3872426
                  2345.1                      -6.3814115
                  2347.2                      -6.3754664
                  2349.3                      -6.3694238
                  2351.4                      -6.3632745
                  2353.5                      -6.3570272
                  2355.6                      -6.3506776
                  2357.7                      -6.3442357
                  2359.8                      -6.3376891
                  2361.9                      -6.3310492
                    2364                      -6.3243068
                  2366.1                      -6.3174607
                  2368.2                       -6.310514
                  2370.3                      -6.3034593
                  2372.4                      -6.2962978
                  2374.5                      -6.2890211
                  2376.6                      -6.2816271
                  2378.7                      -6.2741076
                  2380.8                      -6.2664643
                  2382.9                      -6.2586851
                    2385                      -6.2507711
                  2387.1                      -6.2427074
                  2389.2                      -6.2345005
                  2391.3                      -6.2261321
                  2393.4                      -6.2176019
                  2395.5                      -6.2089001
                  2397.6                      -6.2000238
                  2399.7                      -6.1909638
                  2401.8                      -6.1817146
                  2403.9                      -6.1722699
                    2406                      -6.1626253
                  2408.1                      -6.1527736
                  2410.2                      -6.1427091
                  2412.3                      -6.1324231
                  2414.4                      -6.1219187
                  2416.5                      -6.1111851
                  2418.6                      -6.1002213
                  2420.7                      -6.0890233
                  2422.8                      -6.0775853
                  2424.9                      -6.0659121
                    2427                      -6.0539937
                  2429.1                      -6.0418333
                  2431.2                      -6.0294247
                  2433.3                      -6.0167775
                  2435.4                      -6.0038856
                  2437.5                      -5.9907529
                  2439.6                      -5.9773798
                  2441.7                      -5.9637665
                  2443.8                      -5.9499206
                  2445.9                      -5.9358438
                    2448                      -5.9215369
                  2450.1                        -5.90701
                  2452.2                        -5.89227
                  2454.3                      -5.8773161
                  2456.4                      -5.8621604
                  2458.5                      -5.8468098
                  2460.6                      -5.8312671
                  2462.7                       -5.815544
                  2464.8                      -5.7996504
                  2466.9                      -5.7835903
                    2469                      -5.7673765
                  2471.1                       -5.751019
                  2473.2                      -5.7345289
                  2475.3                      -5.7179113
                  2477.4                        -5.70118
                  2479.5                      -5.6843432
                  2481.6                      -5.6674162
                  2483.7                      -5.6504039
                  2485.8                      -5.6333194
                  2487.9                      -5.6161758
                    2490                      -5.5989801
                  2492.1                      -5.5817508
                  2494.2                      -5.5644908
                  2496.3                      -5.5472123
                  2498.4                      -5.5299272
                  2500.5                       -5.512647
                  2502.6                      -5.4953764
                  2504.7                      -5.4781338
                  2506.8                      -5.4609238
                  2508.9                      -5.4437572
                    2511                      -5.4266403
                  2513.1                      -5.4095862
                  2515.2                      -5.3925977
                  2517.3                      -5.3756883
                  2519.4                      -5.3588619
                  2521.5                      -5.3421305
                  2523.6                      -5.3254913
                  2525.7                       -5.308965
                  2527.8                      -5.2925413
                  2529.9                      -5.2762391
                    2532                      -5.2600528
                  2534.1                      -5.2439916
                  2536.2                       -5.228058
                  2538.3                      -5.2122569
                  2540.4                      -5.1965922
                  2542.5                      -5.1810608
                  2544.6                      -5.1656687
                  2546.7                      -5.1504134
                  2548.8                      -5.1352995
                  2550.9                      -5.1203243
                    2553                      -5.1054879
                  2555.1                      -5.0907886
                  2557.2                      -5.0762292
                  2559.3                      -5.0618033
                  2561.4                      -5.0475095
                  2563.5                      -5.0333447
                  2565.6                       -5.019306
                  2567.7                      -5.0053881
                  2569.8                      -4.9915944
                  2571.9                      -4.9779101
                    2574                      -4.9643378
                  2576.1                      -4.9508693
                  2578.2                      -4.9374983
                  2580.3                      -4.9242232
                  2582.4                      -4.9110358
                  2584.5                      -4.8979305
                  2586.6                      -4.8849018
                  2588.7                      -4.8719424
                  2590.8                      -4.8590463
                  2592.9                      -4.8462072
                    2595                      -4.8334175
                  2597.1                      -4.8206719
                  2599.2                      -4.8079647
                  2601.3                      -4.7952898
                  2603.4                      -4.7826365
                  2605.5                      -4.7700067
                  2607.6                      -4.7573896
                  2609.7                      -4.7447801
                  2611.8                      -4.7321694
                  2613.9                      -4.7195576
                    2616                      -4.7069383
                  2618.1                      -4.6943067
                  2620.2                      -4.6816599
                  2622.3                      -4.6689921
                  2624.4                      -4.6563015
                  2626.5                      -4.6435859
                  2628.6                      -4.6308438
                  2630.7                      -4.6180692
                  2632.8                      -4.6052651
                  2634.9                      -4.5924298
                    2637                      -4.5795619
                  2639.1                      -4.5666636
                  2641.2                      -4.5537384
                  2643.3                      -4.5407807
                  2645.4                      -4.5277987
                  2647.5                      -4.5147936
                  2649.6                      -4.5017686
                  2651.7                      -4.4887269
                  2653.8                      -4.4756762
                  2655.9                      -4.4626182
                    2658                      -4.4495583
                  2660.1                      -4.4365105
                  2662.2                      -4.4234706
                  2664.3                      -4.4104522
                  2666.4                      -4.3974606
                  2668.5                      -4.3845053
                  2670.6                      -4.3715914
                  2672.7                      -4.3587326
                  2674.8                      -4.3459346
                  2676.9                      -4.3332085
                    2679                      -4.3205601
                  2681.1                      -4.3080046
                  2683.2                       -4.295545
                  2685.3                      -4.2831985
                  2687.4                      -4.2709678
                  2689.5                      -4.2588678
                  2691.6                      -4.2469041
                  2693.7                      -4.2350908
                  2695.8                      -4.2234317
                  2697.9                      -4.2119395
                    2700                      -4.2006209

        Frequency                Csh=1.7/abs,dB
----------------------------------------------------------------------
                     600                    -0.093371056
                   602.1                    -0.098211891
                   604.2                     -0.10326633
                   606.3                     -0.10853712
                   608.4                     -0.11402556
                   610.5                      -0.1197322
                   612.6                     -0.12565586
                   614.7                     -0.13179486
                   616.8                     -0.13814615
                   618.9                     -0.14470515
                     621                     -0.15146631
                   623.1                     -0.15842311
                   625.2                     -0.16556836
                   627.3                     -0.17289357
                   629.4                     -0.18039002
                   631.5                     -0.18804891
                   633.6                      -0.1958612
                   635.7                     -0.20381856
                   637.8                     -0.21191242
                   639.9                     -0.22013607
                     642                     -0.22848355
                   644.1                     -0.23695082
                   646.2                     -0.24553503
                   648.3                     -0.25423595
                   650.4                     -0.26305539
                   652.5                     -0.27199776
                   654.6                     -0.28106941
                   656.7                     -0.29027979
                   658.8                      -0.2996422
                   660.9                     -0.30917047
                     663                     -0.31888156
                   665.1                     -0.32879614
                   667.2                      -0.3389367
                   669.3                     -0.34932871
                   671.4                     -0.35999977
                   673.5                     -0.37097779
                   675.6                     -0.38229641
                   677.7                     -0.39399002
                   679.8                     -0.40609258
                   681.9                     -0.41864259
                     684                     -0.43168029
                   686.1                     -0.44524769
                   688.2                      -0.4593876
                   690.3                     -0.47414609
                   692.4                     -0.48957062
                   694.5                     -0.50570839
                   696.6                     -0.52261326
                   698.7                     -0.54033718
                   700.8                     -0.55893636
                   702.9                      -0.5784669
                     705                       -0.598991
                   707.1                      -0.6205703
                   709.2                     -0.64327238
                   711.3                     -0.66716146
                   713.4                      -0.6923104
                   715.5                     -0.71879376
                   717.6                     -0.74668977
                   719.7                     -0.77607893
                   721.8                     -0.80704805
                   723.9                     -0.83968098
                     726                     -0.87407516
                   728.1                     -0.91032635
                   730.2                     -0.94853643
                   732.3                     -0.98881453
                   734.4                      -1.0312676
                   736.5                      -1.0760204
                   738.6                      -1.1231871
                   740.7                      -1.1729007
                   742.8                       -1.225298
                   744.9                      -1.2805149
                     747                      -1.3386968
                   749.1                      -1.4000077
                   751.2                      -1.4646003
                   753.3                      -1.5326436
                   755.4                      -1.6043204
                   757.5                      -1.6798066
                   759.6                      -1.7592976
                   761.7                      -1.8429916
                   763.8                       -1.931093
                   765.9                       -2.023825
                     768                      -2.1214116
                   770.1                      -2.2240857
                   772.2                      -2.3320898
                   774.3                      -2.4456783
                   776.4                      -2.5651182
                   778.5                      -2.6906786
                   780.6                      -2.8226408
                   782.7                      -2.9612976
                   784.8                      -3.1069621
                   786.9                      -3.2599456
                     789                      -3.4205763
                   791.1                      -3.5891934
                   793.2                      -3.7661596
                   795.3                      -3.9518458
                   797.4                      -4.1466298
                   799.5                      -4.3509252
                   801.6                      -4.5651526
                   803.7                      -4.7897639
                   805.8                      -5.0252229
                   807.9                       -5.272038
                     810                      -5.5307495
                   812.1                      -5.8019223
                   814.2                      -6.0861764
                   816.3                      -6.3841801
                   818.4                      -6.6966639
                   820.5                      -7.0244337
                   822.6                      -7.3683536
                   824.7                      -7.7294169
                   826.8                      -8.1087214
                   828.9                      -8.5075095
                     831                      -8.9271622
                   833.1                      -9.3692996
                   835.2                      -9.8357684
                   837.3                      -10.328689
                   839.4                      -10.850573
                   841.5                      -11.404359
                   843.6                      -11.993564
                   845.7                      -12.622378
                   847.8                      -13.295904
                   849.9                      -14.020428
                     852                      -14.803764
                   854.1                      -15.655776
                   856.2                      -16.589105
                   858.3                      -17.620336
                   860.4                      -18.771575
                   862.5                      -20.072888
                   864.6                      -21.565771
                   866.7                      -23.307551
                   868.8                      -25.371537
                   870.9                      -27.812658
                     873                      -30.436515
                   875.1                      -31.996224
                   877.2                      -30.884691
                   879.3                       -28.42676
                   881.4                      -26.066276
                   883.5                      -24.080894
                   885.6                      -22.427357
                   887.7                      -21.031117
                   889.8                      -19.832234
                   891.9                      -18.786987
                     894                      -17.863856
                   896.1                      -17.039567
                   898.2                      -16.296793
                   900.3                      -15.622199
                   902.4                      -15.005393
                   904.5                      -14.438176
                   906.6                       -13.91397
                   908.7                      -13.427316
                   910.8                      -12.973788
                   912.9                      -12.549647
                     915                      -12.151772
                   917.1                      -11.777466
                   919.2                      -11.424453
                   921.3                      -11.090769
                   923.4                      -10.774683
                   925.5                      -10.474687
                   927.6                      -10.189488
                   929.7                      -9.9178938
                   931.8                      -9.6588941
                   933.9                      -9.4115546
                     936                      -9.1750572
                   938.1                      -8.9486536
                   940.2                      -8.7316902
                   942.3                      -8.5235555
                   944.4                      -8.3237026
                   946.5                      -8.1316354
                   948.6                      -7.9469082
                   950.7                      -7.7691057
                   952.8                      -7.5978384
                   954.9                      -7.4327661
                     957                      -7.2735688
                   959.1                      -7.1199454
                   961.2                      -6.9716198
                   963.3                      -6.8283428
                   965.4                      -6.6898814
                   967.5                       -6.556007
                   969.6                      -6.4265229
                   971.7                      -6.3012347
                   973.8                      -6.1799634
                   975.9                       -6.062543
                     978                      -5.9488132
                   980.1                      -5.8386268
                   982.2                      -5.7318498
                   984.3                      -5.6283453
                   986.4                      -5.5279896
                   988.5                      -5.4306598
                   990.6                      -5.3362578
                   992.7                      -5.2446689
                   994.8                      -5.1557945
                   996.9                      -5.0695378
                     999                      -4.9858108
                  1001.1                       -4.904526
                  1003.2                      -4.8255977
                  1005.3                      -4.7489532
                  1007.4                      -4.6745116
                  1009.5                      -4.6022006
                  1011.6                      -4.5319515
                  1013.7                       -4.463701
                  1015.8                      -4.3973825
                  1017.9                      -4.3329371
                    1020                      -4.2703027
                  1022.1                       -4.209424
                  1024.2                      -4.1502472
                  1026.3                       -4.092723
                  1028.4                      -4.0367936
                  1030.5                      -3.9824175
                  1032.6                      -3.9295422
                  1034.7                      -3.8781287
                  1036.8                      -3.8281265
                  1038.9                      -3.7794982
                    1041                      -3.7322004
                  1043.1                      -3.6861966
                  1045.2                      -3.6414458
                  1047.3                      -3.5979142
                  1049.4                      -3.5555677
                  1051.5                      -3.5143669
                  1053.6                      -3.4742811
                  1055.7                      -3.4352799
                  1057.8                      -3.3973331
                  1059.9                      -3.3604064
                    1062                      -3.3244736
                  1064.1                      -3.2895076
                  1066.2                      -3.2554781
                  1068.3                      -3.2223644
                  1070.4                       -3.190137
                  1072.5                      -3.1587724
                  1074.6                      -3.1282471
                  1076.7                      -3.0985388
                  1078.8                      -3.0696235
                  1080.9                      -3.0414823
                    1083                      -3.0140957
                  1085.1                      -2.9874367
                  1087.2                      -2.9614936
                  1089.3                       -2.936245
                  1091.4                      -2.9116736
                  1093.5                      -2.8877615
                  1095.6                       -2.864493
                  1097.7                      -2.8418486
                  1099.8                      -2.8198176
                  1101.9                      -2.7983808
                    1104                      -2.7775246
                  1106.1                       -2.757236
                  1108.2                       -2.737501
                  1110.3                       -2.718308
                  1112.4                      -2.6996418
                  1114.5                      -2.6814916
                  1116.6                      -2.6638453
                  1118.7                      -2.6466914
                  1120.8                      -2.6300198
                  1122.9                      -2.6138201
                    1125                      -2.5980806
                  1127.1                      -2.5827948
                  1129.2                      -2.5679491
                  1131.3                      -2.5535374
                  1133.4                      -2.5395507
                  1135.5                      -2.5259798
                  1137.6                       -2.512818
                  1139.7                       -2.500056
                  1141.8                      -2.4876862
                  1143.9                      -2.4757043
                    1146                      -2.4641008
                  1148.1                      -2.4528692
                  1150.2                      -2.4420038
                  1152.3                      -2.4314986
                  1154.4                      -2.4213476
                  1156.5                      -2.4115447
                  1158.6                      -2.4020842
                  1160.7                      -2.3929622
                  1162.8                      -2.3841704
                  1164.9                      -2.3757091
                    1167                      -2.3675699
                  1169.1                      -2.3597489
                  1171.2                      -2.3522407
                  1173.3                      -2.3450445
                  1175.4                      -2.3381528
                  1177.5                      -2.3315632
                  1179.6                      -2.3252729
                  1181.7                       -2.319276
                  1183.8                      -2.3135695
                  1185.9                      -2.3081511
                    1188                      -2.3030176
                  1190.1                       -2.298164
                  1192.2                      -2.2935904
                  1194.3                      -2.2892904
                  1196.4                      -2.2852622
                  1198.5                      -2.2815042
                  1200.6                      -2.2780129
                  1202.7                      -2.2747853
                  1204.8                       -2.271819
                  1206.9                      -2.2691109
                    1209                      -2.2666599
                  1211.1                      -2.2644625
                  1213.2                      -2.2625178
                  1215.3                       -2.260822
                  1217.4                      -2.2593738
                  1219.5                      -2.2581708
                  1221.6                      -2.2572104
                  1223.7                      -2.2564925
                  1225.8                      -2.2560121
                  1227.9                      -2.2557696
                    1230                      -2.2557623
                  1232.1                      -2.2559888
                  1234.2                      -2.2564461
                  1236.3                      -2.2571337
                  1238.4                      -2.2580484
                  1240.5                       -2.259191
                  1242.6                      -2.2605568
                  1244.7                      -2.2621463
                  1246.8                      -2.2639575
                  1248.9                      -2.2659882
                    1251                      -2.2682371
                  1253.1                      -2.2707034
                  1255.2                      -2.2733849
                  1257.3                      -2.2762806
                  1259.4                      -2.2793895
                  1261.5                      -2.2827092
                  1263.6                       -2.286239
                  1265.7                      -2.2899779
                  1267.8                      -2.2939251
                  1269.9                      -2.2980779
                    1272                      -2.3024366
                  1274.1                      -2.3069998
                  1276.2                      -2.3117668
                  1278.3                      -2.3167354
                  1280.4                       -2.321906
                  1282.5                      -2.3272774
                  1284.6                      -2.3328485
                  1286.7                      -2.3386182
                  1288.8                       -2.344587
                  1290.9                      -2.3507541
                    1293                      -2.3571173
                  1295.1                      -2.3636774
                  1297.2                      -2.3704344
                  1299.3                      -2.3773866
                  1301.4                      -2.3845349
                  1303.5                      -2.3918781
                  1305.6                      -2.3994168
                  1307.7                      -2.4071499
                  1309.8                      -2.4150776
                  1311.9                      -2.4232006
                    1314                      -2.4315185
                  1316.1                      -2.4400319
                  1318.2                      -2.4487403
                  1320.3                      -2.4576442
                  1322.4                      -2.4667442
                  1324.5                       -2.476041
